,Q
172,"[1.06580335e-14 1.04261154e-02 2.08522307e-02 3.12783461e-02
 4.17044615e-02 5.21305769e-02 6.25566922e-02 7.29828076e-02
 8.34089230e-02 9.38350384e-02 1.04261154e-01 1.14687269e-01
 1.25113384e-01 1.35539500e-01 1.45965615e-01 1.56391731e-01
 1.66817846e-01 1.77243961e-01 1.87670077e-01 1.98096192e-01
 2.08522307e-01 2.18948423e-01 2.29374538e-01 2.39800654e-01
 2.50226769e-01 2.60652884e-01 2.71079000e-01 2.81505115e-01
 2.91931230e-01 3.02357346e-01 3.12783461e-01 3.23209577e-01
 3.33635692e-01 3.44061807e-01 3.54487923e-01 3.64914038e-01
 3.75340153e-01 3.85766269e-01 3.96192384e-01 4.06618500e-01
 4.17044615e-01 4.27470730e-01 4.37896846e-01 4.48322961e-01
 4.58749076e-01 4.69175192e-01 4.79601307e-01 4.90027423e-01
 5.00453538e-01 5.10879653e-01 5.21305769e-01 5.31731884e-01
 5.42157999e-01 5.52584115e-01 5.63010230e-01 5.73436346e-01
 5.83862461e-01 5.94288576e-01 6.04714692e-01 6.15140807e-01
 6.25566922e-01 6.35993038e-01 6.46419153e-01 6.56845269e-01
 6.67271384e-01 6.77697499e-01 6.88123615e-01 6.98549730e-01
 7.08975845e-01 7.19401961e-01 7.29828076e-01 7.40254191e-01
 7.50680307e-01 7.61106422e-01 7.71532538e-01 7.81958653e-01
 7.92384768e-01 8.02810884e-01 8.13236999e-01 8.23663114e-01
 8.34089230e-01 8.44515345e-01 8.54941461e-01 8.65367576e-01
 8.75793691e-01 8.86219807e-01 8.96645922e-01 9.07072037e-01
 9.17498153e-01 9.27924268e-01 9.38350384e-01 9.48776499e-01
 9.59202614e-01 9.69628730e-01 9.80054845e-01 9.90480960e-01
 1.00090708e+00 1.01133319e+00 1.02175931e+00 1.03218542e+00]"
173,"[0.01042476 0.02084951 0.03127427 0.04169902 0.05212378 0.06254854
 0.07297329 0.08339805 0.0938228  0.10424756 0.11467232 0.12509707
 0.13552183 0.14594658 0.15637134 0.1667961  0.17722085 0.18764561
 0.19807037 0.20849512 0.21891988 0.22934463 0.23976939 0.25019415
 0.2606189  0.27104366 0.28146841 0.29189317 0.30231793 0.31274268
 0.32316744 0.33359219 0.34401695 0.35444171 0.36486646 0.37529122
 0.38571597 0.39614073 0.40656549 0.41699024 0.427415   0.43783975
 0.44826451 0.45868927 0.46911402 0.47953878 0.48996353 0.50038829
 0.51081305 0.5212378  0.53166256 0.54208731 0.55251207 0.56293683
 0.57336158 0.58378634 0.5942111  0.60463585 0.61506061 0.62548536
 0.63591012 0.64633488 0.65675963 0.66718439 0.67760914 0.6880339
 0.69845866 0.70888341 0.71930817 0.72973292 0.74015768 0.75058244
 0.76100719 0.77143195 0.7818567  0.79228146 0.80270622 0.81313097
 0.82355573 0.83398048 0.84440524 0.85483    0.86525475 0.87567951
 0.88610426 0.89652902 0.90695378 0.91737853 0.92780329 0.93822805
 0.9486528  0.95907756 0.96950231 0.97992707 0.99035183 1.00077658
 1.01120134 1.02162609 1.03205085 1.04247561]"
174,"[0.0104223  0.0208446  0.03126691 0.04168921 0.05211151 0.06253381
 0.07295612 0.08337842 0.09380072 0.10422302 0.11464533 0.12506763
 0.13548993 0.14591223 0.15633454 0.16675684 0.17717914 0.18760144
 0.19802374 0.20844605 0.21886835 0.22929065 0.23971295 0.25013526
 0.26055756 0.27097986 0.28140216 0.29182447 0.30224677 0.31266907
 0.32309137 0.33351367 0.34393598 0.35435828 0.36478058 0.37520288
 0.38562519 0.39604749 0.40646979 0.41689209 0.4273144  0.4377367
 0.448159   0.4585813  0.46900361 0.47942591 0.48984821 0.50027051
 0.51069281 0.52111512 0.53153742 0.54195972 0.55238202 0.56280433
 0.57322663 0.58364893 0.59407123 0.60449354 0.61491584 0.62533814
 0.63576044 0.64618274 0.65660505 0.66702735 0.67744965 0.68787195
 0.69829426 0.70871656 0.71913886 0.72956116 0.73998347 0.75040577
 0.76082807 0.77125037 0.78167268 0.79209498 0.80251728 0.81293958
 0.82336188 0.83378419 0.84420649 0.85462879 0.86505109 0.8754734
 0.8858957  0.896318   0.9067403  0.91716261 0.92758491 0.93800721
 0.94842951 0.95885182 0.96927412 0.97969642 0.99011872 1.00054102
 1.01096333 1.02138563 1.03180793 1.04223023]"
175,"[0.01042213 0.02084426 0.03126639 0.04168852 0.05211065 0.06253278
 0.07295491 0.08337704 0.09379917 0.1042213  0.11464343 0.12506556
 0.13548769 0.14590982 0.15633195 0.16675408 0.17717621 0.18759834
 0.19802047 0.2084426  0.21886473 0.22928686 0.23970899 0.25013112
 0.26055325 0.27097538 0.28139751 0.29181964 0.30224177 0.3126639
 0.32308603 0.33350816 0.34393029 0.35435242 0.36477455 0.37519668
 0.38561881 0.39604094 0.40646307 0.4168852  0.42730733 0.43772946
 0.44815159 0.45857372 0.46899585 0.47941798 0.48984011 0.50026224
 0.51068437 0.5211065  0.53152863 0.54195076 0.55237289 0.56279502
 0.57321715 0.58363928 0.59406141 0.60448354 0.61490567 0.6253278
 0.63574993 0.64617206 0.65659419 0.66701632 0.67743845 0.68786058
 0.69828271 0.70870484 0.71912697 0.7295491  0.73997123 0.75039336
 0.76081549 0.77123762 0.78165975 0.79208188 0.80250401 0.81292614
 0.82334827 0.8337704  0.84419253 0.85461466 0.86503679 0.87545892
 0.88588105 0.89630318 0.90672531 0.91714744 0.92756957 0.9379917
 0.94841383 0.95883596 0.96925809 0.97968022 0.99010235 1.00052448
 1.01094661 1.02136874 1.03179087 1.042213  ]"
176,"[0.01042072 0.02084144 0.03126216 0.04168288 0.0521036  0.06252432
 0.07294503 0.08336575 0.09378647 0.10420719 0.11462791 0.12504863
 0.13546935 0.14589007 0.15631079 0.16673151 0.17715223 0.18757295
 0.19799367 0.20841438 0.2188351  0.22925582 0.23967654 0.25009726
 0.26051798 0.2709387  0.28135942 0.29178014 0.30220086 0.31262158
 0.3230423  0.33346302 0.34388373 0.35430445 0.36472517 0.37514589
 0.38556661 0.39598733 0.40640805 0.41682877 0.42724949 0.43767021
 0.44809093 0.45851165 0.46893237 0.47935309 0.4897738  0.50019452
 0.51061524 0.52103596 0.53145668 0.5418774  0.55229812 0.56271884
 0.57313956 0.58356028 0.593981   0.60440172 0.61482244 0.62524315
 0.63566387 0.64608459 0.65650531 0.66692603 0.67734675 0.68776747
 0.69818819 0.70860891 0.71902963 0.72945035 0.73987107 0.75029179
 0.7607125  0.77113322 0.78155394 0.79197466 0.80239538 0.8128161
 0.82323682 0.83365754 0.84407826 0.85449898 0.8649197  0.87534042
 0.88576114 0.89618185 0.90660257 0.91702329 0.92744401 0.93786473
 0.94828545 0.95870617 0.96912689 0.97954761 0.98996833 1.00038905
 1.01080977 1.02123049 1.0316512  1.04207192]"
177,"[0.01042015 0.0208403  0.03126046 0.04168061 0.05210076 0.06252091
 0.07294106 0.08336121 0.09378137 0.10420152 0.11462167 0.12504182
 0.13546197 0.14588213 0.15630228 0.16672243 0.17714258 0.18756273
 0.19798288 0.20840304 0.21882319 0.22924334 0.23966349 0.25008364
 0.2605038  0.27092395 0.2813441  0.29176425 0.3021844  0.31260455
 0.32302471 0.33344486 0.34386501 0.35428516 0.36470531 0.37512547
 0.38554562 0.39596577 0.40638592 0.41680607 0.42722622 0.43764638
 0.44806653 0.45848668 0.46890683 0.47932698 0.48974714 0.50016729
 0.51058744 0.52100759 0.53142774 0.54184789 0.55226805 0.5626882
 0.57310835 0.5835285  0.59394865 0.60436881 0.61478896 0.62520911
 0.63562926 0.64604941 0.65646956 0.66688972 0.67730987 0.68773002
 0.69815017 0.70857032 0.71899048 0.72941063 0.73983078 0.75025093
 0.76067108 0.77109123 0.78151139 0.79193154 0.80235169 0.81277184
 0.82319199 0.83361215 0.8440323  0.85445245 0.8648726  0.87529275
 0.8857129  0.89613306 0.90655321 0.91697336 0.92739351 0.93781366
 0.94823382 0.95865397 0.96907412 0.97949427 0.98991442 1.00033457
 1.01075473 1.02117488 1.03159503 1.04201518]"
178,"[0.01046604 0.02093207 0.03139811 0.04186415 0.05233018 0.06279622
 0.07326226 0.08372829 0.09419433 0.10466037 0.1151264  0.12559244
 0.13605848 0.14652451 0.15699055 0.16745659 0.17792262 0.18838866
 0.1988547  0.20932073 0.21978677 0.23025281 0.24071884 0.25118488
 0.26165092 0.27211695 0.28258299 0.29304903 0.30351506 0.3139811
 0.32444714 0.33491317 0.34537921 0.35584525 0.36631128 0.37677732
 0.38724336 0.39770939 0.40817543 0.41864147 0.4291075  0.43957354
 0.45003958 0.46050561 0.47097165 0.48143769 0.49190372 0.50236976
 0.5128358  0.52330183 0.53376787 0.54423391 0.55469994 0.56516598
 0.57563202 0.58609805 0.59656409 0.60703013 0.61749616 0.6279622
 0.63842824 0.64889427 0.65936031 0.66982635 0.68029238 0.69075842
 0.70122446 0.71169049 0.72215653 0.73262257 0.7430886  0.75355464
 0.76402068 0.77448671 0.78495275 0.79541879 0.80588482 0.81635086
 0.8268169  0.83728293 0.84774897 0.85821501 0.86868104 0.87914708
 0.88961312 0.90007915 0.91054519 0.92101123 0.93147726 0.9419433
 0.95240934 0.96287537 0.97334141 0.98380745 0.99427348 1.00473952
 1.01520556 1.02567159 1.03613763 1.04660367]"
179,"[0.01048496 0.02096991 0.03145487 0.04193983 0.05242478 0.06290974
 0.07339469 0.08387965 0.09436461 0.10484956 0.11533452 0.12581948
 0.13630443 0.14678939 0.15727435 0.1677593  0.17824426 0.18872922
 0.19921417 0.20969913 0.22018408 0.23066904 0.241154   0.25163895
 0.26212391 0.27260887 0.28309382 0.29357878 0.30406374 0.31454869
 0.32503365 0.33551861 0.34600356 0.35648852 0.36697347 0.37745843
 0.38794339 0.39842834 0.4089133  0.41939826 0.42988321 0.44036817
 0.45085313 0.46133808 0.47182304 0.48230799 0.49279295 0.50327791
 0.51376286 0.52424782 0.53473278 0.54521773 0.55570269 0.56618765
 0.5766726  0.58715756 0.59764252 0.60812747 0.61861243 0.62909738
 0.63958234 0.6500673  0.66055225 0.67103721 0.68152217 0.69200712
 0.70249208 0.71297704 0.72346199 0.73394695 0.74443191 0.75491686
 0.76540182 0.77588677 0.78637173 0.79685669 0.80734164 0.8178266
 0.82831156 0.83879651 0.84928147 0.85976643 0.87025138 0.88073634
 0.8912213  0.90170625 0.91219121 0.92267616 0.93316112 0.94364608
 0.95413103 0.96461599 0.97510095 0.9855859  0.99607086 1.00655582
 1.01704077 1.02752573 1.03801068 1.04849564]"
180,"[0.01043903 0.02087806 0.03131709 0.04175613 0.05219516 0.06263419
 0.07307322 0.08351225 0.09395128 0.10439031 0.11482935 0.12526838
 0.13570741 0.14614644 0.15658547 0.1670245  0.17746353 0.18790257
 0.1983416  0.20878063 0.21921966 0.22965869 0.24009772 0.25053675
 0.26097579 0.27141482 0.28185385 0.29229288 0.30273191 0.31317094
 0.32360997 0.33404901 0.34448804 0.35492707 0.3653661  0.37580513
 0.38624416 0.39668319 0.40712223 0.41756126 0.42800029 0.43843932
 0.44887835 0.45931738 0.46975641 0.48019545 0.49063448 0.50107351
 0.51151254 0.52195157 0.5323906  0.54282963 0.55326867 0.5637077
 0.57414673 0.58458576 0.59502479 0.60546382 0.61590285 0.62634189
 0.63678092 0.64721995 0.65765898 0.66809801 0.67853704 0.68897607
 0.69941511 0.70985414 0.72029317 0.7307322  0.74117123 0.75161026
 0.76204929 0.77248833 0.78292736 0.79336639 0.80380542 0.81424445
 0.82468348 0.83512251 0.84556155 0.85600058 0.86643961 0.87687864
 0.88731767 0.8977567  0.90819573 0.91863477 0.9290738  0.93951283
 0.94995186 0.96039089 0.97082992 0.98126895 0.99170799 1.00214702
 1.01258605 1.02302508 1.03346411 1.04390314]"
181,"[0.01042484 0.02084968 0.03127451 0.04169935 0.05212419 0.06254903
 0.07297387 0.0833987  0.09382354 0.10424838 0.11467322 0.12509806
 0.1355229  0.14594773 0.15637257 0.16679741 0.17722225 0.18764709
 0.19807192 0.20849676 0.2189216  0.22934644 0.23977128 0.25019611
 0.26062095 0.27104579 0.28147063 0.29189547 0.3023203  0.31274514
 0.32316998 0.33359482 0.34401966 0.3544445  0.36486933 0.37529417
 0.38571901 0.39614385 0.40656869 0.41699352 0.42741836 0.4378432
 0.44826804 0.45869288 0.46911771 0.47954255 0.48996739 0.50039223
 0.51081707 0.5212419  0.53166674 0.54209158 0.55251642 0.56294126
 0.5733661  0.58379093 0.59421577 0.60464061 0.61506545 0.62549029
 0.63591512 0.64633996 0.6567648  0.66718964 0.67761448 0.68803931
 0.69846415 0.70888899 0.71931383 0.72973867 0.7401635  0.75058834
 0.76101318 0.77143802 0.78186286 0.7922877  0.80271253 0.81313737
 0.82356221 0.83398705 0.84441189 0.85483672 0.86526156 0.8756864
 0.88611124 0.89653608 0.90696091 0.91738575 0.92781059 0.93823543
 0.94866027 0.9590851  0.96950994 0.97993478 0.99035962 1.00078446
 1.0112093  1.02163413 1.03205897 1.04248381]"
182,"[0.01041804 0.02083607 0.03125411 0.04167214 0.05209018 0.06250821
 0.07292625 0.08334428 0.09376232 0.10418035 0.11459839 0.12501642
 0.13543446 0.14585249 0.15627053 0.16668856 0.1771066  0.18752463
 0.19794267 0.2083607  0.21877874 0.22919677 0.23961481 0.25003284
 0.26045088 0.27086891 0.28128695 0.29170498 0.30212302 0.31254105
 0.32295909 0.33337712 0.34379516 0.35421319 0.36463123 0.37504926
 0.3854673  0.39588533 0.40630337 0.4167214  0.42713944 0.43755747
 0.44797551 0.45839354 0.46881158 0.47922961 0.48964765 0.50006568
 0.51048372 0.52090175 0.53131979 0.54173782 0.55215586 0.56257389
 0.57299193 0.58340996 0.593828   0.60424603 0.61466407 0.6250821
 0.63550014 0.64591817 0.65633621 0.66675424 0.67717228 0.68759031
 0.69800835 0.70842638 0.71884442 0.72926245 0.73968049 0.75009852
 0.76051656 0.77093459 0.78135263 0.79177066 0.8021887  0.81260673
 0.82302477 0.8334428  0.84386084 0.85427887 0.86469691 0.87511494
 0.88553298 0.89595101 0.90636905 0.91678708 0.92720512 0.93762315
 0.94804119 0.95845922 0.96887726 0.97929529 0.98971333 1.00013136
 1.0105494  1.02096743 1.03138547 1.0418035 ]"
183,"[0.01039833 0.02079666 0.03119498 0.04159331 0.05199164 0.06238997
 0.0727883  0.08318662 0.09358495 0.10398328 0.11438161 0.12477994
 0.13517826 0.14557659 0.15597492 0.16637325 0.17677157 0.1871699
 0.19756823 0.20796656 0.21836489 0.22876321 0.23916154 0.24955987
 0.2599582  0.27035653 0.28075485 0.29115318 0.30155151 0.31194984
 0.32234817 0.33274649 0.34314482 0.35354315 0.36394148 0.37433981
 0.38473813 0.39513646 0.40553479 0.41593312 0.42633144 0.43672977
 0.4471281  0.45752643 0.46792476 0.47832308 0.48872141 0.49911974
 0.50951807 0.5199164  0.53031472 0.54071305 0.55111138 0.56150971
 0.57190804 0.58230636 0.59270469 0.60310302 0.61350135 0.62389968
 0.634298   0.64469633 0.65509466 0.66549299 0.67589131 0.68628964
 0.69668797 0.7070863  0.71748463 0.72788295 0.73828128 0.74867961
 0.75907794 0.76947627 0.77987459 0.79027292 0.80067125 0.81106958
 0.82146791 0.83186623 0.84226456 0.85266289 0.86306122 0.87345955
 0.88385787 0.8942562  0.90465453 0.91505286 0.92545118 0.93584951
 0.94624784 0.95664617 0.9670445  0.97744282 0.98784115 0.99823948
 1.00863781 1.01903614 1.02943446 1.03983279]"
184,"[0.01043397 0.02086793 0.0313019  0.04173586 0.05216983 0.06260379
 0.07303776 0.08347172 0.09390569 0.10433965 0.11477362 0.12520758
 0.13564155 0.14607552 0.15650948 0.16694345 0.17737741 0.18781138
 0.19824534 0.20867931 0.21911327 0.22954724 0.2399812  0.25041517
 0.26084913 0.2712831  0.28171706 0.29215103 0.302585   0.31301896
 0.32345293 0.33388689 0.34432086 0.35475482 0.36518879 0.37562275
 0.38605672 0.39649068 0.40692465 0.41735861 0.42779258 0.43822655
 0.44866051 0.45909448 0.46952844 0.47996241 0.49039637 0.50083034
 0.5112643  0.52169827 0.53213223 0.5425662  0.55300016 0.56343413
 0.5738681  0.58430206 0.59473603 0.60516999 0.61560396 0.62603792
 0.63647189 0.64690585 0.65733982 0.66777378 0.67820775 0.68864171
 0.69907568 0.70950964 0.71994361 0.73037758 0.74081154 0.75124551
 0.76167947 0.77211344 0.7825474  0.79298137 0.80341533 0.8138493
 0.82428326 0.83471723 0.84515119 0.85558516 0.86601913 0.87645309
 0.88688706 0.89732102 0.90775499 0.91818895 0.92862292 0.93905688
 0.94949085 0.95992481 0.97035878 0.98079274 0.99122671 1.00166068
 1.01209464 1.02252861 1.03296257 1.04339654]"
185,"[0.01042037 0.02084075 0.03126112 0.04168149 0.05210186 0.06252224
 0.07294261 0.08336298 0.09378335 0.10420373 0.1146241  0.12504447
 0.13546484 0.14588522 0.15630559 0.16672596 0.17714633 0.18756671
 0.19798708 0.20840745 0.21882783 0.2292482  0.23966857 0.25008894
 0.26050932 0.27092969 0.28135006 0.29177043 0.30219081 0.31261118
 0.32303155 0.33345192 0.3438723  0.35429267 0.36471304 0.37513341
 0.38555379 0.39597416 0.40639453 0.41681491 0.42723528 0.43765565
 0.44807602 0.4584964  0.46891677 0.47933714 0.48975751 0.50017789
 0.51059826 0.52101863 0.531439   0.54185938 0.55227975 0.56270012
 0.57312049 0.58354087 0.59396124 0.60438161 0.61480199 0.62522236
 0.63564273 0.6460631  0.65648348 0.66690385 0.67732422 0.68774459
 0.69816497 0.70858534 0.71900571 0.72942608 0.73984646 0.75026683
 0.7606872  0.77110757 0.78152795 0.79194832 0.80236869 0.81278907
 0.82320944 0.83362981 0.84405018 0.85447056 0.86489093 0.8753113
 0.88573167 0.89615205 0.90657242 0.91699279 0.92741316 0.93783354
 0.94825391 0.95867428 0.96909465 0.97951503 0.9899354  1.00035577
 1.01077615 1.02119652 1.03161689 1.04203726]"
186,"[9.10361364e-15 1.03713415e-02 2.07426829e-02 3.11140244e-02
 4.14853658e-02 5.18567073e-02 6.22280487e-02 7.25993902e-02
 8.29707316e-02 9.33420731e-02 1.03713415e-01 1.14084756e-01
 1.24456097e-01 1.34827439e-01 1.45198780e-01 1.55570122e-01
 1.65941463e-01 1.76312805e-01 1.86684146e-01 1.97055488e-01
 2.07426829e-01 2.17798171e-01 2.28169512e-01 2.38540853e-01
 2.48912195e-01 2.59283536e-01 2.69654878e-01 2.80026219e-01
 2.90397561e-01 3.00768902e-01 3.11140244e-01 3.21511585e-01
 3.31882927e-01 3.42254268e-01 3.52625609e-01 3.62996951e-01
 3.73368292e-01 3.83739634e-01 3.94110975e-01 4.04482317e-01
 4.14853658e-01 4.25225000e-01 4.35596341e-01 4.45967683e-01
 4.56339024e-01 4.66710365e-01 4.77081707e-01 4.87453048e-01
 4.97824390e-01 5.08195731e-01 5.18567073e-01 5.28938414e-01
 5.39309756e-01 5.49681097e-01 5.60052439e-01 5.70423780e-01
 5.80795121e-01 5.91166463e-01 6.01537804e-01 6.11909146e-01
 6.22280487e-01 6.32651829e-01 6.43023170e-01 6.53394512e-01
 6.63765853e-01 6.74137195e-01 6.84508536e-01 6.94879877e-01
 7.05251219e-01 7.15622560e-01 7.25993902e-01 7.36365243e-01
 7.46736585e-01 7.57107926e-01 7.67479268e-01 7.77850609e-01
 7.88221951e-01 7.98593292e-01 8.08964633e-01 8.19335975e-01
 8.29707316e-01 8.40078658e-01 8.50449999e-01 8.60821341e-01
 8.71192682e-01 8.81564024e-01 8.91935365e-01 9.02306707e-01
 9.12678048e-01 9.23049389e-01 9.33420731e-01 9.43792072e-01
 9.54163414e-01 9.64534755e-01 9.74906097e-01 9.85277438e-01
 9.95648780e-01 1.00602012e+00 1.01639146e+00 1.02676280e+00]"
187,"[0.01036864 0.02073727 0.03110591 0.04147454 0.05184318 0.06221181
 0.07258045 0.08294908 0.09331772 0.10368635 0.11405499 0.12442362
 0.13479226 0.14516089 0.15552953 0.16589816 0.1762668  0.18663543
 0.19700407 0.20737271 0.21774134 0.22810998 0.23847861 0.24884725
 0.25921588 0.26958452 0.27995315 0.29032179 0.30069042 0.31105906
 0.32142769 0.33179633 0.34216496 0.3525336  0.36290223 0.37327087
 0.3836395  0.39400814 0.40437677 0.41474541 0.42511405 0.43548268
 0.44585132 0.45621995 0.46658859 0.47695722 0.48732586 0.49769449
 0.50806313 0.51843176 0.5288004  0.53916903 0.54953767 0.5599063
 0.57027494 0.58064357 0.59101221 0.60138084 0.61174948 0.62211812
 0.63248675 0.64285539 0.65322402 0.66359266 0.67396129 0.68432993
 0.69469856 0.7050672  0.71543583 0.72580447 0.7361731  0.74654174
 0.75691037 0.76727901 0.77764764 0.78801628 0.79838491 0.80875355
 0.81912219 0.82949082 0.83985946 0.85022809 0.86059673 0.87096536
 0.881334   0.89170263 0.90207127 0.9124399  0.92280854 0.93317717
 0.94354581 0.95391444 0.96428308 0.97465171 0.98502035 0.99538898
 1.00575762 1.01612625 1.02649489 1.03686353]"
188,"[0.01035244 0.02070489 0.03105733 0.04140977 0.05176222 0.06211466
 0.07246711 0.08281955 0.09317199 0.10352444 0.11387688 0.12422932
 0.13458177 0.14493421 0.15528666 0.1656391  0.17599154 0.18634399
 0.19669643 0.20704887 0.21740132 0.22775376 0.23810621 0.24845865
 0.25881109 0.26916354 0.27951598 0.28986842 0.30022087 0.31057331
 0.32092576 0.3312782  0.34163064 0.35198309 0.36233553 0.37268797
 0.38304042 0.39339286 0.4037453  0.41409775 0.42445019 0.43480264
 0.44515508 0.45550752 0.46585997 0.47621241 0.48656485 0.4969173
 0.50726974 0.51762219 0.52797463 0.53832707 0.54867952 0.55903196
 0.5693844  0.57973685 0.59008929 0.60044174 0.61079418 0.62114662
 0.63149907 0.64185151 0.65220395 0.6625564  0.67290884 0.68326129
 0.69361373 0.70396617 0.71431862 0.72467106 0.7350235  0.74537595
 0.75572839 0.76608084 0.77643328 0.78678572 0.79713817 0.80749061
 0.81784305 0.8281955  0.83854794 0.84890038 0.85925283 0.86960527
 0.87995772 0.89031016 0.9006626  0.91101505 0.92136749 0.93171993
 0.94207238 0.95242482 0.96277727 0.97312971 0.98348215 0.9938346
 1.00418704 1.01453948 1.02489193 1.03524437]"
189,"[0.01038029 0.02076058 0.03114087 0.04152116 0.05190145 0.06228174
 0.07266203 0.08304232 0.09342261 0.10380291 0.1141832  0.12456349
 0.13494378 0.14532407 0.15570436 0.16608465 0.17646494 0.18684523
 0.19722552 0.20760581 0.2179861  0.22836639 0.23874668 0.24912697
 0.25950726 0.26988755 0.28026784 0.29064814 0.30102843 0.31140872
 0.32178901 0.3321693  0.34254959 0.35292988 0.36331017 0.37369046
 0.38407075 0.39445104 0.40483133 0.41521162 0.42559191 0.4359722
 0.44635249 0.45673278 0.46711307 0.47749337 0.48787366 0.49825395
 0.50863424 0.51901453 0.52939482 0.53977511 0.5501554  0.56053569
 0.57091598 0.58129627 0.59167656 0.60205685 0.61243714 0.62281743
 0.63319772 0.64357801 0.6539583  0.6643386  0.67471889 0.68509918
 0.69547947 0.70585976 0.71624005 0.72662034 0.73700063 0.74738092
 0.75776121 0.7681415  0.77852179 0.78890208 0.79928237 0.80966266
 0.82004295 0.83042324 0.84080353 0.85118383 0.86156412 0.87194441
 0.8823247  0.89270499 0.90308528 0.91346557 0.92384586 0.93422615
 0.94460644 0.95498673 0.96536702 0.97574731 0.9861276  0.99650789
 1.00688818 1.01726847 1.02764876 1.03802906]"
