,Q
144,"[0.00991113 0.01982226 0.0297334  0.03964453 0.04955566 0.05946679
 0.06937792 0.07928906 0.08920019 0.09911132 0.10902245 0.11893358
 0.12884472 0.13875585 0.14866698 0.15857811 0.16848924 0.17840038
 0.18831151 0.19822264 0.20813377 0.2180449  0.22795603 0.23786717
 0.2477783  0.25768943 0.26760056 0.27751169 0.28742283 0.29733396
 0.30724509 0.31715622 0.32706735 0.33697849 0.34688962 0.35680075
 0.36671188 0.37662301 0.38653415 0.39644528 0.40635641 0.41626754
 0.42617867 0.43608981 0.44600094 0.45591207 0.4658232  0.47573433
 0.48564547 0.4955566  0.50546773 0.51537886 0.52528999 0.53520113
 0.54511226 0.55502339 0.56493452 0.57484565 0.58475679 0.59466792
 0.60457905 0.61449018 0.62440131 0.63431244 0.64422358 0.65413471
 0.66404584 0.67395697 0.6838681  0.69377924 0.70369037 0.7136015
 0.72351263 0.73342376 0.7433349  0.75324603 0.76315716 0.77306829
 0.78297942 0.79289056 0.80280169 0.81271282 0.82262395 0.83253508
 0.84244622 0.85235735 0.86226848 0.87217961 0.88209074 0.89200188
 0.90191301 0.91182414 0.92173527 0.9316464  0.94155754 0.95146867
 0.9613798  0.97129093 0.98120206 0.9911132 ]"
145,"[0.00989964 0.01979927 0.02969891 0.03959854 0.04949818 0.05939781
 0.06929745 0.07919708 0.08909672 0.09899635 0.10889599 0.11879563
 0.12869526 0.1385949  0.14849453 0.15839417 0.1682938  0.17819344
 0.18809307 0.19799271 0.20789234 0.21779198 0.22769162 0.23759125
 0.24749089 0.25739052 0.26729016 0.27718979 0.28708943 0.29698906
 0.3068887  0.31678833 0.32668797 0.33658761 0.34648724 0.35638688
 0.36628651 0.37618615 0.38608578 0.39598542 0.40588505 0.41578469
 0.42568432 0.43558396 0.4454836  0.45538323 0.46528287 0.4751825
 0.48508214 0.49498177 0.50488141 0.51478104 0.52468068 0.53458031
 0.54447995 0.55437959 0.56427922 0.57417886 0.58407849 0.59397813
 0.60387776 0.6137774  0.62367703 0.63357667 0.6434763  0.65337594
 0.66327558 0.67317521 0.68307485 0.69297448 0.70287412 0.71277375
 0.72267339 0.73257302 0.74247266 0.75237229 0.76227193 0.77217156
 0.7820712  0.79197084 0.80187047 0.81177011 0.82166974 0.83156938
 0.84146901 0.85136865 0.86126828 0.87116792 0.88106755 0.89096719
 0.90086683 0.91076646 0.9206661  0.93056573 0.94046537 0.950365
 0.96026464 0.97016427 0.98006391 0.98996354]"
146,"[0.00989618 0.01979235 0.02968853 0.03958471 0.04948089 0.05937706
 0.06927324 0.07916942 0.0890656  0.09896177 0.10885795 0.11875413
 0.12865031 0.13854648 0.14844266 0.15833884 0.16823502 0.17813119
 0.18802737 0.19792355 0.20781973 0.2177159  0.22761208 0.23750826
 0.24740444 0.25730061 0.26719679 0.27709297 0.28698915 0.29688532
 0.3067815  0.31667768 0.32657386 0.33647003 0.34636621 0.35626239
 0.36615857 0.37605474 0.38595092 0.3958471  0.40574328 0.41563945
 0.42553563 0.43543181 0.44532798 0.45522416 0.46512034 0.47501652
 0.48491269 0.49480887 0.50470505 0.51460123 0.5244974  0.53439358
 0.54428976 0.55418594 0.56408211 0.57397829 0.58387447 0.59377065
 0.60366682 0.613563   0.62345918 0.63335536 0.64325153 0.65314771
 0.66304389 0.67294007 0.68283624 0.69273242 0.7026286  0.71252478
 0.72242095 0.73231713 0.74221331 0.75210949 0.76200566 0.77190184
 0.78179802 0.7916942  0.80159037 0.81148655 0.82138273 0.83127891
 0.84117508 0.85107126 0.86096744 0.87086361 0.88075979 0.89065597
 0.90055215 0.91044832 0.9203445  0.93024068 0.94013686 0.95003303
 0.95992921 0.96982539 0.97972157 0.98961774]"
147,"[0.01005416 0.02010831 0.03016247 0.04021663 0.05027078 0.06032494
 0.07037909 0.08043325 0.09048741 0.10054156 0.11059572 0.12064988
 0.13070403 0.14075819 0.15081234 0.1608665  0.17092066 0.18097481
 0.19102897 0.20108313 0.21113728 0.22119144 0.23124559 0.24129975
 0.25135391 0.26140806 0.27146222 0.28151638 0.29157053 0.30162469
 0.31167884 0.321733   0.33178716 0.34184131 0.35189547 0.36194963
 0.37200378 0.38205794 0.39211209 0.40216625 0.41222041 0.42227456
 0.43232872 0.44238288 0.45243703 0.46249119 0.47254534 0.4825995
 0.49265366 0.50270781 0.51276197 0.52281613 0.53287028 0.54292444
 0.55297859 0.56303275 0.57308691 0.58314106 0.59319522 0.60324938
 0.61330353 0.62335769 0.63341184 0.643466   0.65352016 0.66357431
 0.67362847 0.68368263 0.69373678 0.70379094 0.71384509 0.72389925
 0.73395341 0.74400756 0.75406172 0.76411588 0.77417003 0.78422419
 0.79427834 0.8043325  0.81438666 0.82444081 0.83449497 0.84454913
 0.85460328 0.86465744 0.87471159 0.88476575 0.89481991 0.90487406
 0.91492822 0.92498238 0.93503653 0.94509069 0.95514484 0.965199
 0.97525316 0.98530731 0.99536147 1.00541563]"
148,"[3.55247162e-15 1.00667996e-02 2.01335992e-02 3.02003987e-02
 4.02671983e-02 5.03339979e-02 6.04007975e-02 7.04675971e-02
 8.05343966e-02 9.06011962e-02 1.00667996e-01 1.10734795e-01
 1.20801595e-01 1.30868395e-01 1.40935194e-01 1.51001994e-01
 1.61068793e-01 1.71135593e-01 1.81202392e-01 1.91269192e-01
 2.01335992e-01 2.11402791e-01 2.21469591e-01 2.31536390e-01
 2.41603190e-01 2.51669990e-01 2.61736789e-01 2.71803589e-01
 2.81870388e-01 2.91937188e-01 3.02003987e-01 3.12070787e-01
 3.22137587e-01 3.32204386e-01 3.42271186e-01 3.52337985e-01
 3.62404785e-01 3.72471584e-01 3.82538384e-01 3.92605184e-01
 4.02671983e-01 4.12738783e-01 4.22805582e-01 4.32872382e-01
 4.42939182e-01 4.53005981e-01 4.63072781e-01 4.73139580e-01
 4.83206380e-01 4.93273179e-01 5.03339979e-01 5.13406779e-01
 5.23473578e-01 5.33540378e-01 5.43607177e-01 5.53673977e-01
 5.63740776e-01 5.73807576e-01 5.83874376e-01 5.93941175e-01
 6.04007975e-01 6.14074774e-01 6.24141574e-01 6.34208374e-01
 6.44275173e-01 6.54341973e-01 6.64408772e-01 6.74475572e-01
 6.84542371e-01 6.94609171e-01 7.04675971e-01 7.14742770e-01
 7.24809570e-01 7.34876369e-01 7.44943169e-01 7.55009969e-01
 7.65076768e-01 7.75143568e-01 7.85210367e-01 7.95277167e-01
 8.05343966e-01 8.15410766e-01 8.25477566e-01 8.35544365e-01
 8.45611165e-01 8.55677964e-01 8.65744764e-01 8.75811563e-01
 8.85878363e-01 8.95945163e-01 9.06011962e-01 9.16078762e-01
 9.26145561e-01 9.36212361e-01 9.46279161e-01 9.56345960e-01
 9.66412760e-01 9.76479559e-01 9.86546359e-01 9.96613158e-01]"
149,"[0.009894   0.01978801 0.02968201 0.03957602 0.04947002 0.05936403
 0.06925803 0.07915204 0.08904604 0.09894005 0.10883405 0.11872806
 0.12862206 0.13851607 0.14841007 0.15830408 0.16819808 0.17809209
 0.18798609 0.1978801  0.2077741  0.21766811 0.22756211 0.23745612
 0.24735012 0.25724413 0.26713813 0.27703214 0.28692614 0.29682015
 0.30671415 0.31660816 0.32650216 0.33639617 0.34629017 0.35618417
 0.36607818 0.37597218 0.38586619 0.39576019 0.4056542  0.4155482
 0.42544221 0.43533621 0.44523022 0.45512422 0.46501823 0.47491223
 0.48480624 0.49470024 0.50459425 0.51448825 0.52438226 0.53427626
 0.54417027 0.55406427 0.56395828 0.57385228 0.58374629 0.59364029
 0.6035343  0.6134283  0.62332231 0.63321631 0.64311032 0.65300432
 0.66289833 0.67279233 0.68268634 0.69258034 0.70247435 0.71236835
 0.72226235 0.73215636 0.74205036 0.75194437 0.76183837 0.77173238
 0.78162638 0.79152039 0.80141439 0.8113084  0.8212024  0.83109641
 0.84099041 0.85088442 0.86077842 0.87067243 0.88056643 0.89046044
 0.90035444 0.91024845 0.92014245 0.93003646 0.93993046 0.94982447
 0.95971847 0.96961248 0.97950648 0.98940049]"
150,"[0.00987613 0.01975226 0.0296284  0.03950453 0.04938066 0.05925679
 0.06913292 0.07900905 0.08888519 0.09876132 0.10863745 0.11851358
 0.12838971 0.13826584 0.14814198 0.15801811 0.16789424 0.17777037
 0.1876465  0.19752263 0.20739877 0.2172749  0.22715103 0.23702716
 0.24690329 0.25677942 0.26665556 0.27653169 0.28640782 0.29628395
 0.30616008 0.31603621 0.32591235 0.33578848 0.34566461 0.35554074
 0.36541687 0.375293   0.38516914 0.39504527 0.4049214  0.41479753
 0.42467366 0.43454979 0.44442593 0.45430206 0.46417819 0.47405432
 0.48393045 0.49380658 0.50368272 0.51355885 0.52343498 0.53331111
 0.54318724 0.55306338 0.56293951 0.57281564 0.58269177 0.5925679
 0.60244403 0.61232017 0.6221963  0.63207243 0.64194856 0.65182469
 0.66170082 0.67157696 0.68145309 0.69132922 0.70120535 0.71108148
 0.72095761 0.73083375 0.74070988 0.75058601 0.76046214 0.77033827
 0.7802144  0.79009054 0.79996667 0.8098428  0.81971893 0.82959506
 0.83947119 0.84934733 0.85922346 0.86909959 0.87897572 0.88885185
 0.89872798 0.90860412 0.91848025 0.92835638 0.93823251 0.94810864
 0.95798477 0.96786091 0.97773704 0.98761317]"
151,"[0.00987479 0.01974957 0.02962436 0.03949915 0.04937394 0.05924872
 0.06912351 0.0789983  0.08887309 0.09874787 0.10862266 0.11849745
 0.12837224 0.13824702 0.14812181 0.1579966  0.16787139 0.17774617
 0.18762096 0.19749575 0.20737053 0.21724532 0.22712011 0.2369949
 0.24686968 0.25674447 0.26661926 0.27649405 0.28636883 0.29624362
 0.30611841 0.3159932  0.32586798 0.33574277 0.34561756 0.35549234
 0.36536713 0.37524192 0.38511671 0.39499149 0.40486628 0.41474107
 0.42461586 0.43449064 0.44436543 0.45424022 0.46411501 0.47398979
 0.48386458 0.49373937 0.50361416 0.51348894 0.52336373 0.53323852
 0.5431133  0.55298809 0.56286288 0.57273767 0.58261245 0.59248724
 0.60236203 0.61223682 0.6221116  0.63198639 0.64186118 0.65173597
 0.66161075 0.67148554 0.68136033 0.69123511 0.7011099  0.71098469
 0.72085948 0.73073426 0.74060905 0.75048384 0.76035863 0.77023341
 0.7801082  0.78998299 0.79985778 0.80973256 0.81960735 0.82948214
 0.83935693 0.84923171 0.8591065  0.86898129 0.87885607 0.88873086
 0.89860565 0.90848044 0.91835522 0.92823001 0.9381048  0.94797959
 0.95785437 0.96772916 0.97760395 0.98747874]"
152,"[0.00987197 0.01974393 0.0296159  0.03948786 0.04935983 0.05923179
 0.06910376 0.07897572 0.08884769 0.09871965 0.10859162 0.11846358
 0.12833555 0.13820751 0.14807948 0.15795144 0.16782341 0.17769537
 0.18756734 0.1974393  0.20731127 0.21718323 0.2270552  0.23692717
 0.24679913 0.2566711  0.26654306 0.27641503 0.28628699 0.29615896
 0.30603092 0.31590289 0.32577485 0.33564682 0.34551878 0.35539075
 0.36526271 0.37513468 0.38500664 0.39487861 0.40475057 0.41462254
 0.4244945  0.43436647 0.44423843 0.4541104  0.46398237 0.47385433
 0.4837263  0.49359826 0.50347023 0.51334219 0.52321416 0.53308612
 0.54295809 0.55283005 0.56270202 0.57257398 0.58244595 0.59231791
 0.60218988 0.61206184 0.62193381 0.63180577 0.64167774 0.6515497
 0.66142167 0.67129364 0.6811656  0.69103757 0.70090953 0.7107815
 0.72065346 0.73052543 0.74039739 0.75026936 0.76014132 0.77001329
 0.77988525 0.78975722 0.79962918 0.80950115 0.81937311 0.82924508
 0.83911704 0.84898901 0.85886097 0.86873294 0.8786049  0.88847687
 0.89834884 0.9082208  0.91809277 0.92796473 0.9378367  0.94770866
 0.95758063 0.96745259 0.97732456 0.98719652]"
153,"[0.00984382 0.01968765 0.02953147 0.03937529 0.04921911 0.05906294
 0.06890676 0.07875058 0.08859441 0.09843823 0.10828205 0.11812587
 0.1279697  0.13781352 0.14765734 0.15750116 0.16734499 0.17718881
 0.18703263 0.19687646 0.20672028 0.2165641  0.22640792 0.23625175
 0.24609557 0.25593939 0.26578322 0.27562704 0.28547086 0.29531468
 0.30515851 0.31500233 0.32484615 0.33468997 0.3445338  0.35437762
 0.36422144 0.37406527 0.38390909 0.39375291 0.40359673 0.41344056
 0.42328438 0.4331282  0.44297203 0.45281585 0.46265967 0.47250349
 0.48234732 0.49219114 0.50203496 0.51187878 0.52172261 0.53156643
 0.54141025 0.55125408 0.5610979  0.57094172 0.58078554 0.59062937
 0.60047319 0.61031701 0.62016084 0.63000466 0.63984848 0.6496923
 0.65953613 0.66937995 0.67922377 0.68906759 0.69891142 0.70875524
 0.71859906 0.72844289 0.73828671 0.74813053 0.75797435 0.76781818
 0.777662   0.78750582 0.79734965 0.80719347 0.81703729 0.82688111
 0.83672494 0.84656876 0.85641258 0.8662564  0.87610023 0.88594405
 0.89578787 0.9056317  0.91547552 0.92531934 0.93516316 0.94500699
 0.95485081 0.96469463 0.97453846 0.98438228]"
154,"[0.01001558 0.02003115 0.03004673 0.04006231 0.05007788 0.06009346
 0.07010904 0.08012461 0.09014019 0.10015577 0.11017134 0.12018692
 0.1302025  0.14021807 0.15023365 0.16024923 0.1702648  0.18028038
 0.19029596 0.20031153 0.21032711 0.22034269 0.23035826 0.24037384
 0.25038942 0.26040499 0.27042057 0.28043615 0.29045172 0.3004673
 0.31048288 0.32049845 0.33051403 0.34052961 0.35054518 0.36056076
 0.37057634 0.38059191 0.39060749 0.40062307 0.41063864 0.42065422
 0.4306698  0.44068537 0.45070095 0.46071653 0.4707321  0.48074768
 0.49076326 0.50077883 0.51079441 0.52080999 0.53082556 0.54084114
 0.55085672 0.56087229 0.57088787 0.58090345 0.59091902 0.6009346
 0.61095018 0.62096575 0.63098133 0.64099691 0.65101248 0.66102806
 0.67104364 0.68105921 0.69107479 0.70109037 0.71110594 0.72112152
 0.7311371  0.74115267 0.75116825 0.76118383 0.7711994  0.78121498
 0.79123056 0.80124613 0.81126171 0.82127729 0.83129286 0.84130844
 0.85132402 0.86133959 0.87135517 0.88137075 0.89138632 0.9014019
 0.91141748 0.92143305 0.93144863 0.94146421 0.95147978 0.96149536
 0.97151094 0.98152651 0.99154209 1.00155767]"
155,"[0.01003458 0.02006915 0.03010373 0.0401383  0.05017288 0.06020746
 0.07024203 0.08027661 0.09031118 0.10034576 0.11038034 0.12041491
 0.13044949 0.14048406 0.15051864 0.16055322 0.17058779 0.18062237
 0.19065695 0.20069152 0.2107261  0.22076067 0.23079525 0.24082983
 0.2508644  0.26089898 0.27093355 0.28096813 0.29100271 0.30103728
 0.31107186 0.32110643 0.33114101 0.34117559 0.35121016 0.36124474
 0.37127931 0.38131389 0.39134847 0.40138304 0.41141762 0.42145219
 0.43148677 0.44152135 0.45155592 0.4615905  0.47162507 0.48165965
 0.49169423 0.5017288  0.51176338 0.52179795 0.53183253 0.54186711
 0.55190168 0.56193626 0.57197084 0.58200541 0.59203999 0.60207456
 0.61210914 0.62214372 0.63217829 0.64221287 0.65224744 0.66228202
 0.6723166  0.68235117 0.69238575 0.70242032 0.7124549  0.72248948
 0.73252405 0.74255863 0.7525932  0.76262778 0.77266236 0.78269693
 0.79273151 0.80276608 0.81280066 0.82283524 0.83286981 0.84290439
 0.85293896 0.86297354 0.87300812 0.88304269 0.89307727 0.90311184
 0.91314642 0.923181   0.93321557 0.94325015 0.95328473 0.9633193
 0.97335388 0.98338845 0.99342303 1.00345761]"
156,"[0.00987501 0.01975002 0.02962503 0.03950004 0.04937506 0.05925007
 0.06912508 0.07900009 0.0888751  0.09875011 0.10862512 0.11850013
 0.12837514 0.13825015 0.14812517 0.15800018 0.16787519 0.1777502
 0.18762521 0.19750022 0.20737523 0.21725024 0.22712525 0.23700026
 0.24687528 0.25675029 0.2666253  0.27650031 0.28637532 0.29625033
 0.30612534 0.31600035 0.32587536 0.33575038 0.34562539 0.3555004
 0.36537541 0.37525042 0.38512543 0.39500044 0.40487545 0.41475046
 0.42462547 0.43450049 0.4443755  0.45425051 0.46412552 0.47400053
 0.48387554 0.49375055 0.50362556 0.51350057 0.52337559 0.5332506
 0.54312561 0.55300062 0.56287563 0.57275064 0.58262565 0.59250066
 0.60237567 0.61225068 0.6221257  0.63200071 0.64187572 0.65175073
 0.66162574 0.67150075 0.68137576 0.69125077 0.70112578 0.71100079
 0.72087581 0.73075082 0.74062583 0.75050084 0.76037585 0.77025086
 0.78012587 0.79000088 0.79987589 0.80975091 0.81962592 0.82950093
 0.83937594 0.84925095 0.85912596 0.86900097 0.87887598 0.88875099
 0.898626   0.90850102 0.91837603 0.92825104 0.93812605 0.94800106
 0.95787607 0.96775108 0.97762609 0.9875011 ]"
157,"[0.0098402  0.0196804  0.0295206  0.0393608  0.049201   0.0590412
 0.0688814  0.0787216  0.08856179 0.09840199 0.10824219 0.11808239
 0.12792259 0.13776279 0.14760299 0.15744319 0.16728339 0.17712359
 0.18696379 0.19680399 0.20664419 0.21648439 0.22632459 0.23616479
 0.24600499 0.25584518 0.26568538 0.27552558 0.28536578 0.29520598
 0.30504618 0.31488638 0.32472658 0.33456678 0.34440698 0.35424718
 0.36408738 0.37392758 0.38376778 0.39360798 0.40344818 0.41328838
 0.42312857 0.43296877 0.44280897 0.45264917 0.46248937 0.47232957
 0.48216977 0.49200997 0.50185017 0.51169037 0.52153057 0.53137077
 0.54121097 0.55105117 0.56089137 0.57073157 0.58057177 0.59041196
 0.60025216 0.61009236 0.61993256 0.62977276 0.63961296 0.64945316
 0.65929336 0.66913356 0.67897376 0.68881396 0.69865416 0.70849436
 0.71833456 0.72817476 0.73801496 0.74785516 0.75769535 0.76753555
 0.77737575 0.78721595 0.79705615 0.80689635 0.81673655 0.82657675
 0.83641695 0.84625715 0.85609735 0.86593755 0.87577775 0.88561795
 0.89545815 0.90529835 0.91513855 0.92497875 0.93481894 0.94465914
 0.95449934 0.96433954 0.97417974 0.98401994]"
158,"[0.00985169 0.01970337 0.02955506 0.03940675 0.04925844 0.05911012
 0.06896181 0.0788135  0.08866518 0.09851687 0.10836856 0.11822025
 0.12807193 0.13792362 0.14777531 0.157627   0.16747868 0.17733037
 0.18718206 0.19703374 0.20688543 0.21673712 0.22658881 0.23644049
 0.24629218 0.25614387 0.26599555 0.27584724 0.28569893 0.29555062
 0.3054023  0.31525399 0.32510568 0.33495736 0.34480905 0.35466074
 0.36451243 0.37436411 0.3842158  0.39406749 0.40391918 0.41377086
 0.42362255 0.43347424 0.44332592 0.45317761 0.4630293  0.47288099
 0.48273267 0.49258436 0.50243605 0.51228773 0.52213942 0.53199111
 0.5418428  0.55169448 0.56154617 0.57139786 0.58124955 0.59110123
 0.60095292 0.61080461 0.62065629 0.63050798 0.64035967 0.65021136
 0.66006304 0.66991473 0.67976642 0.6896181  0.69946979 0.70932148
 0.71917317 0.72902485 0.73887654 0.74872823 0.75857991 0.7684316
 0.77828329 0.78813498 0.79798666 0.80783835 0.81769004 0.82754173
 0.83739341 0.8472451  0.85709679 0.86694847 0.87680016 0.88665185
 0.89650354 0.90635522 0.91620691 0.9260586  0.93591028 0.94576197
 0.95561366 0.96546535 0.97531703 0.98516872]"
159,"[0.00984278 0.01968556 0.02952833 0.03937111 0.04921389 0.05905667
 0.06889944 0.07874222 0.088585   0.09842778 0.10827056 0.11811333
 0.12795611 0.13779889 0.14764167 0.15748444 0.16732722 0.17717
 0.18701278 0.19685555 0.20669833 0.21654111 0.22638389 0.23622667
 0.24606944 0.25591222 0.265755   0.27559778 0.28544055 0.29528333
 0.30512611 0.31496889 0.32481167 0.33465444 0.34449722 0.35434
 0.36418278 0.37402555 0.38386833 0.39371111 0.40355389 0.41339667
 0.42323944 0.43308222 0.442925   0.45276778 0.46261055 0.47245333
 0.48229611 0.49213889 0.50198166 0.51182444 0.52166722 0.53151
 0.54135278 0.55119555 0.56103833 0.57088111 0.58072389 0.59056666
 0.60040944 0.61025222 0.620095   0.62993778 0.63978055 0.64962333
 0.65946611 0.66930889 0.67915166 0.68899444 0.69883722 0.70868
 0.71852278 0.72836555 0.73820833 0.74805111 0.75789389 0.76773666
 0.77757944 0.78742222 0.797265   0.80710777 0.81695055 0.82679333
 0.83663611 0.84647889 0.85632166 0.86616444 0.87600722 0.88585
 0.89569277 0.90553555 0.91537833 0.92522111 0.93506389 0.94490666
 0.95474944 0.96459222 0.974435   0.98427777]"
160,"[0.00981943 0.01963887 0.0294583  0.03927774 0.04909717 0.05891661
 0.06873604 0.07855548 0.08837491 0.09819435 0.10801378 0.11783322
 0.12765265 0.13747209 0.14729152 0.15711096 0.16693039 0.17674983
 0.18656926 0.1963887  0.20620813 0.21602757 0.225847   0.23566644
 0.24548587 0.25530531 0.26512474 0.27494418 0.28476361 0.29458305
 0.30440248 0.31422192 0.32404135 0.33386079 0.34368022 0.35349965
 0.36331909 0.37313852 0.38295796 0.39277739 0.40259683 0.41241626
 0.4222357  0.43205513 0.44187457 0.451694   0.46151344 0.47133287
 0.48115231 0.49097174 0.50079118 0.51061061 0.52043005 0.53024948
 0.54006892 0.54988835 0.55970779 0.56952722 0.57934666 0.58916609
 0.59898553 0.60880496 0.6186244  0.62844383 0.63826327 0.6480827
 0.65790214 0.66772157 0.67754101 0.68736044 0.69717987 0.70699931
 0.71681874 0.72663818 0.73645761 0.74627705 0.75609648 0.76591592
 0.77573535 0.78555479 0.79537422 0.80519366 0.81501309 0.82483253
 0.83465196 0.8444714  0.85429083 0.86411027 0.8739297  0.88374914
 0.89356857 0.90338801 0.91320744 0.92302688 0.93284631 0.94266575
 0.95248518 0.96230462 0.97212405 0.98194349]"
161,"[0.00998093 0.01996186 0.02994279 0.03992373 0.04990466 0.05988559
 0.06986652 0.07984745 0.08982838 0.09980932 0.10979025 0.11977118
 0.12975211 0.13973304 0.14971397 0.15969491 0.16967584 0.17965677
 0.1896377  0.19961863 0.20959956 0.21958049 0.22956143 0.23954236
 0.24952329 0.25950422 0.26948515 0.27946608 0.28944702 0.29942795
 0.30940888 0.31938981 0.32937074 0.33935167 0.34933261 0.35931354
 0.36929447 0.3792754  0.38925633 0.39923726 0.40921819 0.41919913
 0.42918006 0.43916099 0.44914192 0.45912285 0.46910378 0.47908472
 0.48906565 0.49904658 0.50902751 0.51900844 0.52898937 0.53897031
 0.54895124 0.55893217 0.5689131  0.57889403 0.58887496 0.59885589
 0.60883683 0.61881776 0.62879869 0.63877962 0.64876055 0.65874148
 0.66872242 0.67870335 0.68868428 0.69866521 0.70864614 0.71862707
 0.72860801 0.73858894 0.74856987 0.7585508  0.76853173 0.77851266
 0.78849359 0.79847453 0.80845546 0.81843639 0.82841732 0.83839825
 0.84837918 0.85836012 0.86834105 0.87832198 0.88830291 0.89828384
 0.90826477 0.91824571 0.92822664 0.93820757 0.9481885  0.95816943
 0.96815036 0.97813129 0.98811223 0.99809316]"
