,Q
86,"[0.00986357 0.01972713 0.0295907  0.03945427 0.04931783 0.0591814
 0.06904497 0.07890853 0.0887721  0.09863567 0.10849923 0.1183628
 0.12822637 0.13808993 0.1479535  0.15781707 0.16768063 0.1775442
 0.18740777 0.19727133 0.2071349  0.21699847 0.22686203 0.2367256
 0.24658917 0.25645273 0.2663163  0.27617987 0.28604343 0.295907
 0.30577057 0.31563413 0.3254977  0.33536127 0.34522483 0.3550884
 0.36495197 0.37481553 0.3846791  0.39454267 0.40440623 0.4142698
 0.42413337 0.43399693 0.4438605  0.45372407 0.46358763 0.4734512
 0.48331477 0.49317833 0.5030419  0.51290547 0.52276903 0.5326326
 0.54249617 0.55235973 0.5622233  0.57208687 0.58195043 0.591814
 0.60167757 0.61154113 0.6214047  0.63126827 0.64113183 0.6509954
 0.66085897 0.67072253 0.6805861  0.69044967 0.70031323 0.7101768
 0.72004037 0.72990393 0.7397675  0.74963107 0.75949463 0.7693582
 0.77922177 0.78908533 0.7989489  0.80881247 0.81867603 0.8285396
 0.83840317 0.84826673 0.8581303  0.86799387 0.87785743 0.887721
 0.89758457 0.90744813 0.9173117  0.92717526 0.93703883 0.9469024
 0.95676596 0.96662953 0.9764931  0.98635666]"
87,"[0.00985781 0.01971562 0.02957343 0.03943125 0.04928906 0.05914687
 0.06900468 0.07886249 0.0887203  0.09857811 0.10843593 0.11829374
 0.12815155 0.13800936 0.14786717 0.15772498 0.16758279 0.1774406
 0.18729842 0.19715623 0.20701404 0.21687185 0.22672966 0.23658747
 0.24644528 0.2563031  0.26616091 0.27601872 0.28587653 0.29573434
 0.30559215 0.31544996 0.32530778 0.33516559 0.3450234  0.35488121
 0.36473902 0.37459683 0.38445464 0.39431246 0.40417027 0.41402808
 0.42388589 0.4337437  0.44360151 0.45345932 0.46331713 0.47317495
 0.48303276 0.49289057 0.50274838 0.51260619 0.522464   0.53232181
 0.54217963 0.55203744 0.56189525 0.57175306 0.58161087 0.59146868
 0.60132649 0.61118431 0.62104212 0.63089993 0.64075774 0.65061555
 0.66047336 0.67033117 0.68018899 0.6900468  0.69990461 0.70976242
 0.71962023 0.72947804 0.73933585 0.74919366 0.75905148 0.76890929
 0.7787671  0.78862491 0.79848272 0.80834053 0.81819834 0.82805616
 0.83791397 0.84777178 0.85762959 0.8674874  0.87734521 0.88720302
 0.89706084 0.90691865 0.91677646 0.92663427 0.93649208 0.94634989
 0.9562077  0.96606552 0.97592333 0.98578114]"
88,"[0.00965491 0.01930983 0.02896474 0.03861966 0.04827457 0.05792949
 0.0675844  0.07723931 0.08689423 0.09654914 0.10620406 0.11585897
 0.12551389 0.1351688  0.14482371 0.15447863 0.16413354 0.17378846
 0.18344337 0.19309829 0.2027532  0.21240811 0.22206303 0.23171794
 0.24137286 0.25102777 0.26068269 0.2703376  0.27999251 0.28964743
 0.29930234 0.30895726 0.31861217 0.32826709 0.337922   0.34757691
 0.35723183 0.36688674 0.37654166 0.38619657 0.39585149 0.4055064
 0.41516131 0.42481623 0.43447114 0.44412606 0.45378097 0.46343589
 0.4730908  0.48274572 0.49240063 0.50205554 0.51171046 0.52136537
 0.53102029 0.5406752  0.55033012 0.55998503 0.56963994 0.57929486
 0.58894977 0.59860469 0.6082596  0.61791452 0.62756943 0.63722434
 0.64687926 0.65653417 0.66618909 0.675844   0.68549892 0.69515383
 0.70480874 0.71446366 0.72411857 0.73377349 0.7434284  0.75308332
 0.76273823 0.77239314 0.78204806 0.79170297 0.80135789 0.8110128
 0.82066772 0.83032263 0.83997754 0.84963246 0.85928737 0.86894229
 0.8785972  0.88825212 0.89790703 0.90756194 0.91721686 0.92687177
 0.93652669 0.9461816  0.95583652 0.96549143]"
89,"[0.00964042 0.01928083 0.02892125 0.03856166 0.04820208 0.05784249
 0.06748291 0.07712333 0.08676374 0.09640416 0.10604457 0.11568499
 0.12532541 0.13496582 0.14460624 0.15424665 0.16388707 0.17352748
 0.1831679  0.19280832 0.20244873 0.21208915 0.22172956 0.23136998
 0.2410104  0.25065081 0.26029123 0.26993164 0.27957206 0.28921247
 0.29885289 0.30849331 0.31813372 0.32777414 0.33741455 0.34705497
 0.35669538 0.3663358  0.37597622 0.38561663 0.39525705 0.40489746
 0.41453788 0.4241783  0.43381871 0.44345913 0.45309954 0.46273996
 0.47238037 0.48202079 0.49166121 0.50130162 0.51094204 0.52058245
 0.53022287 0.53986329 0.5495037  0.55914412 0.56878453 0.57842495
 0.58806536 0.59770578 0.6073462  0.61698661 0.62662703 0.63626744
 0.64590786 0.65554827 0.66518869 0.67482911 0.68446952 0.69410994
 0.70375035 0.71339077 0.72303119 0.7326716  0.74231202 0.75195243
 0.76159285 0.77123326 0.78087368 0.7905141  0.80015451 0.80979493
 0.81943534 0.82907576 0.83871617 0.84835659 0.85799701 0.86763742
 0.87727784 0.88691825 0.89655867 0.90619909 0.9158395  0.92547992
 0.93512033 0.94476075 0.95440116 0.96404158]"
90,"[0.00962727 0.01925453 0.0288818  0.03850906 0.04813633 0.05776359
 0.06739086 0.07701812 0.08664539 0.09627265 0.10589992 0.11552719
 0.12515445 0.13478172 0.14440898 0.15403625 0.16366351 0.17329078
 0.18291804 0.19254531 0.20217257 0.21179984 0.22142711 0.23105437
 0.24068164 0.2503089  0.25993617 0.26956343 0.2791907  0.28881796
 0.29844523 0.30807249 0.31769976 0.32732703 0.33695429 0.34658156
 0.35620882 0.36583609 0.37546335 0.38509062 0.39471788 0.40434515
 0.41397241 0.42359968 0.43322695 0.44285421 0.45248148 0.46210874
 0.47173601 0.48136327 0.49099054 0.5006178  0.51024507 0.51987233
 0.5294996  0.53912687 0.54875413 0.5583814  0.56800866 0.57763593
 0.58726319 0.59689046 0.60651772 0.61614499 0.62577225 0.63539952
 0.64502679 0.65465405 0.66428132 0.67390858 0.68353585 0.69316311
 0.70279038 0.71241764 0.72204491 0.73167217 0.74129944 0.75092671
 0.76055397 0.77018124 0.7798085  0.78943577 0.79906303 0.8086903
 0.81831756 0.82794483 0.83757209 0.84719936 0.85682663 0.86645389
 0.87608116 0.88570842 0.89533569 0.90496295 0.91459022 0.92421748
 0.93384475 0.94347201 0.95309928 0.96272654]"
91,"[0.00985941 0.01971883 0.02957824 0.03943765 0.04929707 0.05915648
 0.06901589 0.07887531 0.08873472 0.09859414 0.10845355 0.11831296
 0.12817238 0.13803179 0.1478912  0.15775062 0.16761003 0.17746944
 0.18732886 0.19718827 0.20704768 0.2169071  0.22676651 0.23662593
 0.24648534 0.25634475 0.26620417 0.27606358 0.28592299 0.29578241
 0.30564182 0.31550123 0.32536065 0.33522006 0.34507947 0.35493889
 0.3647983  0.37465772 0.38451713 0.39437654 0.40423596 0.41409537
 0.42395478 0.4338142  0.44367361 0.45353302 0.46339244 0.47325185
 0.48311126 0.49297068 0.50283009 0.51268951 0.52254892 0.53240833
 0.54226775 0.55212716 0.56198657 0.57184599 0.5817054  0.59156481
 0.60142423 0.61128364 0.62114305 0.63100247 0.64086188 0.6507213
 0.66058071 0.67044012 0.68029954 0.69015895 0.70001836 0.70987778
 0.71973719 0.7295966  0.73945602 0.74931543 0.75917484 0.76903426
 0.77889367 0.78875309 0.7986125  0.80847191 0.81833133 0.82819074
 0.83805015 0.84790957 0.85776898 0.86762839 0.87748781 0.88734722
 0.89720663 0.90706605 0.91692546 0.92678488 0.93664429 0.9465037
 0.95636312 0.96622253 0.97608194 0.98594136]"
92,"[0.00984643 0.01969287 0.0295393  0.03938573 0.04923216 0.0590786
 0.06892503 0.07877146 0.08861789 0.09846433 0.10831076 0.11815719
 0.12800362 0.13785006 0.14769649 0.15754292 0.16738935 0.17723579
 0.18708222 0.19692865 0.20677508 0.21662152 0.22646795 0.23631438
 0.24616082 0.25600725 0.26585368 0.27570011 0.28554655 0.29539298
 0.30523941 0.31508584 0.32493228 0.33477871 0.34462514 0.35447157
 0.36431801 0.37416444 0.38401087 0.3938573  0.40370374 0.41355017
 0.4233966  0.43324303 0.44308947 0.4529359  0.46278233 0.47262876
 0.4824752  0.49232163 0.50216806 0.5120145  0.52186093 0.53170736
 0.54155379 0.55140023 0.56124666 0.57109309 0.58093952 0.59078596
 0.60063239 0.61047882 0.62032525 0.63017169 0.64001812 0.64986455
 0.65971098 0.66955742 0.67940385 0.68925028 0.69909671 0.70894315
 0.71878958 0.72863601 0.73848245 0.74832888 0.75817531 0.76802174
 0.77786818 0.78771461 0.79756104 0.80740747 0.81725391 0.82710034
 0.83694677 0.8467932  0.85663964 0.86648607 0.8763325  0.88617893
 0.89602537 0.9058718  0.91571823 0.92556466 0.9354111  0.94525753
 0.95510396 0.9649504  0.97479683 0.98464326]"
93,"[0.00990519 0.01981038 0.02971558 0.03962077 0.04952596 0.05943115
 0.06933635 0.07924154 0.08914673 0.09905192 0.10895712 0.11886231
 0.1287675  0.13867269 0.14857788 0.15848308 0.16838827 0.17829346
 0.18819865 0.19810385 0.20800904 0.21791423 0.22781942 0.23772461
 0.24762981 0.257535   0.26744019 0.27734538 0.28725058 0.29715577
 0.30706096 0.31696615 0.32687135 0.33677654 0.34668173 0.35658692
 0.36649211 0.37639731 0.3863025  0.39620769 0.40611288 0.41601808
 0.42592327 0.43582846 0.44573365 0.45563884 0.46554404 0.47544923
 0.48535442 0.49525961 0.50516481 0.51507    0.52497519 0.53488038
 0.54478558 0.55469077 0.56459596 0.57450115 0.58440634 0.59431154
 0.60421673 0.61412192 0.62402711 0.63393231 0.6438375  0.65374269
 0.66364788 0.67355307 0.68345827 0.69336346 0.70326865 0.71317384
 0.72307904 0.73298423 0.74288942 0.75279461 0.76269981 0.772605
 0.78251019 0.79241538 0.80232057 0.81222577 0.82213096 0.83203615
 0.84194134 0.85184654 0.86175173 0.87165692 0.88156211 0.8914673
 0.9013725  0.91127769 0.92118288 0.93108807 0.94099327 0.95089846
 0.96080365 0.97070884 0.98061404 0.99051923]"
94,"[0.00991764 0.01983529 0.02975293 0.03967057 0.04958821 0.05950586
 0.0694235  0.07934114 0.08925879 0.09917643 0.10909407 0.11901171
 0.12892936 0.138847   0.14876464 0.15868229 0.16859993 0.17851757
 0.18843521 0.19835286 0.2082705  0.21818814 0.22810579 0.23802343
 0.24794107 0.25785871 0.26777636 0.277694   0.28761164 0.29752929
 0.30744693 0.31736457 0.32728221 0.33719986 0.3471175  0.35703514
 0.36695279 0.37687043 0.38678807 0.39670571 0.40662336 0.416541
 0.42645864 0.43637628 0.44629393 0.45621157 0.46612921 0.47604686
 0.4859645  0.49588214 0.50579978 0.51571743 0.52563507 0.53555271
 0.54547036 0.555388   0.56530564 0.57522328 0.58514093 0.59505857
 0.60497621 0.61489386 0.6248115  0.63472914 0.64464678 0.65456443
 0.66448207 0.67439971 0.68431736 0.694235   0.70415264 0.71407028
 0.72398793 0.73390557 0.74382321 0.75374086 0.7636585  0.77357614
 0.78349378 0.79341143 0.80332907 0.81324671 0.82316436 0.833082
 0.84299964 0.85291728 0.86283493 0.87275257 0.88267021 0.89258786
 0.9025055  0.91242314 0.92234078 0.93225843 0.94217607 0.95209371
 0.96201136 0.971929   0.98184664 0.99176428]"
95,"[-4.77387832e-15  9.86999179e-03  1.97399836e-02  2.96099754e-02
  3.94799672e-02  4.93499590e-02  5.92199508e-02  6.90899426e-02
  7.89599344e-02  8.88299262e-02  9.86999179e-02  1.08569910e-01
  1.18439902e-01  1.28309893e-01  1.38179885e-01  1.48049877e-01
  1.57919869e-01  1.67789861e-01  1.77659852e-01  1.87529844e-01
  1.97399836e-01  2.07269828e-01  2.17139819e-01  2.27009811e-01
  2.36879803e-01  2.46749795e-01  2.56619787e-01  2.66489778e-01
  2.76359770e-01  2.86229762e-01  2.96099754e-01  3.05969746e-01
  3.15839737e-01  3.25709729e-01  3.35579721e-01  3.45449713e-01
  3.55319705e-01  3.65189696e-01  3.75059688e-01  3.84929680e-01
  3.94799672e-01  4.04669664e-01  4.14539655e-01  4.24409647e-01
  4.34279639e-01  4.44149631e-01  4.54019623e-01  4.63889614e-01
  4.73759606e-01  4.83629598e-01  4.93499590e-01  5.03369582e-01
  5.13239573e-01  5.23109565e-01  5.32979557e-01  5.42849549e-01
  5.52719540e-01  5.62589532e-01  5.72459524e-01  5.82329516e-01
  5.92199508e-01  6.02069499e-01  6.11939491e-01  6.21809483e-01
  6.31679475e-01  6.41549467e-01  6.51419458e-01  6.61289450e-01
  6.71159442e-01  6.81029434e-01  6.90899426e-01  7.00769417e-01
  7.10639409e-01  7.20509401e-01  7.30379393e-01  7.40249385e-01
  7.50119376e-01  7.59989368e-01  7.69859360e-01  7.79729352e-01
  7.89599344e-01  7.99469335e-01  8.09339327e-01  8.19209319e-01
  8.29079311e-01  8.38949303e-01  8.48819294e-01  8.58689286e-01
  8.68559278e-01  8.78429270e-01  8.88299262e-01  8.98169253e-01
  9.08039245e-01  9.17909237e-01  9.27779229e-01  9.37649220e-01
  9.47519212e-01  9.57389204e-01  9.67259196e-01  9.77129188e-01]"
96,"[0.00980871 0.01961741 0.02942612 0.03923482 0.04904353 0.05885224
 0.06866094 0.07846965 0.08827835 0.09808706 0.10789577 0.11770447
 0.12751318 0.13732188 0.14713059 0.1569393  0.166748   0.17655671
 0.18636541 0.19617412 0.20598283 0.21579153 0.22560024 0.23540894
 0.24521765 0.25502636 0.26483506 0.27464377 0.28445247 0.29426118
 0.30406989 0.31387859 0.3236873  0.333496   0.34330471 0.35311342
 0.36292212 0.37273083 0.38253953 0.39234824 0.40215695 0.41196565
 0.42177436 0.43158306 0.44139177 0.45120048 0.46100918 0.47081789
 0.48062659 0.4904353  0.50024401 0.51005271 0.51986142 0.52967012
 0.53947883 0.54928754 0.55909624 0.56890495 0.57871365 0.58852236
 0.59833107 0.60813977 0.61794848 0.62775718 0.63756589 0.6473746
 0.6571833  0.66699201 0.67680071 0.68660942 0.69641813 0.70622683
 0.71603554 0.72584424 0.73565295 0.74546166 0.75527036 0.76507907
 0.77488777 0.78469648 0.79450519 0.80431389 0.8141226  0.8239313
 0.83374001 0.84354871 0.85335742 0.86316613 0.87297483 0.88278354
 0.89259224 0.90240095 0.91220966 0.92201836 0.93182707 0.94163577
 0.95144448 0.96125319 0.97106189 0.9808706 ]"
97,"[0.00980858 0.01961717 0.02942575 0.03923434 0.04904292 0.05885151
 0.06866009 0.07846868 0.08827726 0.09808584 0.10789443 0.11770301
 0.1275116  0.13732018 0.14712877 0.15693735 0.16674594 0.17655452
 0.1863631  0.19617169 0.20598027 0.21578886 0.22559744 0.23540603
 0.24521461 0.2550232  0.26483178 0.27464036 0.28444895 0.29425753
 0.30406612 0.3138747  0.32368329 0.33349187 0.34330046 0.35310904
 0.36291762 0.37272621 0.38253479 0.39234338 0.40215196 0.41196055
 0.42176913 0.43157772 0.4413863  0.45119488 0.46100347 0.47081205
 0.48062064 0.49042922 0.50023781 0.51004639 0.51985498 0.52966356
 0.53947214 0.54928073 0.55908931 0.5688979  0.57870648 0.58851507
 0.59832365 0.60813224 0.61794082 0.6277494  0.63755799 0.64736657
 0.65717516 0.66698374 0.67679233 0.68660091 0.6964095  0.70621808
 0.71602666 0.72583525 0.73564383 0.74545242 0.755261   0.76506959
 0.77487817 0.78468676 0.79449534 0.80430392 0.81411251 0.82392109
 0.83372968 0.84353826 0.85334685 0.86315543 0.87296402 0.8827726
 0.89258118 0.90238977 0.91219835 0.92200694 0.93181552 0.94162411
 0.95143269 0.96124128 0.97104986 0.98085844]"
98,"[0.00980346 0.01960693 0.02941039 0.03921386 0.04901732 0.05882079
 0.06862425 0.07842771 0.08823118 0.09803464 0.10783811 0.11764157
 0.12744504 0.1372485  0.14705196 0.15685543 0.16665889 0.17646236
 0.18626582 0.19606929 0.20587275 0.21567622 0.22547968 0.23528314
 0.24508661 0.25489007 0.26469354 0.274497   0.28430047 0.29410393
 0.30390739 0.31371086 0.32351432 0.33331779 0.34312125 0.35292472
 0.36272818 0.37253164 0.38233511 0.39213857 0.40194204 0.4117455
 0.42154897 0.43135243 0.44115589 0.45095936 0.46076282 0.47056629
 0.48036975 0.49017322 0.49997668 0.50978014 0.51958361 0.52938707
 0.53919054 0.548994   0.55879747 0.56860093 0.5784044  0.58820786
 0.59801132 0.60781479 0.61761825 0.62742172 0.63722518 0.64702865
 0.65683211 0.66663557 0.67643904 0.6862425  0.69604597 0.70584943
 0.7156529  0.72545636 0.73525982 0.74506329 0.75486675 0.76467022
 0.77447368 0.78427715 0.79408061 0.80388407 0.81368754 0.823491
 0.83329447 0.84309793 0.8529014  0.86270486 0.87250832 0.88231179
 0.89211525 0.90191872 0.91172218 0.92152565 0.93132911 0.94113257
 0.95093604 0.9607395  0.97054297 0.98034643]"
99,"[0.00978107 0.01956214 0.02934321 0.03912428 0.04890535 0.05868643
 0.0684675  0.07824857 0.08802964 0.09781071 0.10759178 0.11737285
 0.12715392 0.13693499 0.14671606 0.15649713 0.1662782  0.17605928
 0.18584035 0.19562142 0.20540249 0.21518356 0.22496463 0.2347457
 0.24452677 0.25430784 0.26408891 0.27386998 0.28365105 0.29343213
 0.3032132  0.31299427 0.32277534 0.33255641 0.34233748 0.35211855
 0.36189962 0.37168069 0.38146176 0.39124283 0.4010239  0.41080498
 0.42058605 0.43036712 0.44014819 0.44992926 0.45971033 0.4694914
 0.47927247 0.48905354 0.49883461 0.50861568 0.51839675 0.52817783
 0.5379589  0.54773997 0.55752104 0.56730211 0.57708318 0.58686425
 0.59664532 0.60642639 0.61620746 0.62598853 0.63576961 0.64555068
 0.65533175 0.66511282 0.67489389 0.68467496 0.69445603 0.7042371
 0.71401817 0.72379924 0.73358031 0.74336138 0.75314246 0.76292353
 0.7727046  0.78248567 0.79226674 0.80204781 0.81182888 0.82160995
 0.83139102 0.84117209 0.85095316 0.86073423 0.87051531 0.88029638
 0.89007745 0.89985852 0.90963959 0.91942066 0.92920173 0.9389828
 0.94876387 0.95854494 0.96832601 0.97810708]"
100,"[0.00983223 0.01966446 0.02949669 0.03932892 0.04916115 0.05899337
 0.0688256  0.07865783 0.08849006 0.09832229 0.10815452 0.11798675
 0.12781898 0.13765121 0.14748344 0.15731567 0.16714789 0.17698012
 0.18681235 0.19664458 0.20647681 0.21630904 0.22614127 0.2359735
 0.24580573 0.25563796 0.26547019 0.27530242 0.28513464 0.29496687
 0.3047991  0.31463133 0.32446356 0.33429579 0.34412802 0.35396025
 0.36379248 0.37362471 0.38345694 0.39328916 0.40312139 0.41295362
 0.42278585 0.43261808 0.44245031 0.45228254 0.46211477 0.471947
 0.48177923 0.49161146 0.50144368 0.51127591 0.52110814 0.53094037
 0.5407726  0.55060483 0.56043706 0.57026929 0.58010152 0.58993375
 0.59976598 0.60959821 0.61943043 0.62926266 0.63909489 0.64892712
 0.65875935 0.66859158 0.67842381 0.68825604 0.69808827 0.7079205
 0.71775273 0.72758495 0.73741718 0.74724941 0.75708164 0.76691387
 0.7767461  0.78657833 0.79641056 0.80624279 0.81607502 0.82590725
 0.83573947 0.8455717  0.85540393 0.86523616 0.87506839 0.88490062
 0.89473285 0.90456508 0.91439731 0.92422954 0.93406177 0.943894
 0.95372622 0.96355845 0.97339068 0.98322291]"
101,"[-1.99853592e-15  9.86069640e-03  1.97213928e-02  2.95820892e-02
  3.94427856e-02  4.93034820e-02  5.91641784e-02  6.90248748e-02
  7.88855712e-02  8.87462676e-02  9.86069640e-02  1.08467660e-01
  1.18328357e-01  1.28189053e-01  1.38049750e-01  1.47910446e-01
  1.57771142e-01  1.67631839e-01  1.77492535e-01  1.87353232e-01
  1.97213928e-01  2.07074624e-01  2.16935321e-01  2.26796017e-01
  2.36656714e-01  2.46517410e-01  2.56378106e-01  2.66238803e-01
  2.76099499e-01  2.85960196e-01  2.95820892e-01  3.05681588e-01
  3.15542285e-01  3.25402981e-01  3.35263677e-01  3.45124374e-01
  3.54985070e-01  3.64845767e-01  3.74706463e-01  3.84567159e-01
  3.94427856e-01  4.04288552e-01  4.14149249e-01  4.24009945e-01
  4.33870641e-01  4.43731338e-01  4.53592034e-01  4.63452731e-01
  4.73313427e-01  4.83174123e-01  4.93034820e-01  5.02895516e-01
  5.12756213e-01  5.22616909e-01  5.32477605e-01  5.42338302e-01
  5.52198998e-01  5.62059695e-01  5.71920391e-01  5.81781087e-01
  5.91641784e-01  6.01502480e-01  6.11363177e-01  6.21223873e-01
  6.31084569e-01  6.40945266e-01  6.50805962e-01  6.60666659e-01
  6.70527355e-01  6.80388051e-01  6.90248748e-01  7.00109444e-01
  7.09970141e-01  7.19830837e-01  7.29691533e-01  7.39552230e-01
  7.49412926e-01  7.59273623e-01  7.69134319e-01  7.78995015e-01
  7.88855712e-01  7.98716408e-01  8.08577105e-01  8.18437801e-01
  8.28298497e-01  8.38159194e-01  8.48019890e-01  8.57880587e-01
  8.67741283e-01  8.77601979e-01  8.87462676e-01  8.97323372e-01
  9.07184068e-01  9.17044765e-01  9.26905461e-01  9.36766158e-01
  9.46626854e-01  9.56487550e-01  9.66348247e-01  9.76208943e-01]"
102,"[0.00986495 0.01972991 0.02959486 0.03945981 0.04932477 0.05918972
 0.06905467 0.07891963 0.08878458 0.09864953 0.10851449 0.11837944
 0.12824439 0.13810935 0.1479743  0.15783925 0.16770421 0.17756916
 0.18743411 0.19729907 0.20716402 0.21702897 0.22689392 0.23675888
 0.24662383 0.25648878 0.26635374 0.27621869 0.28608364 0.2959486
 0.30581355 0.3156785  0.32554346 0.33540841 0.34527336 0.35513832
 0.36500327 0.37486822 0.38473318 0.39459813 0.40446308 0.41432804
 0.42419299 0.43405794 0.4439229  0.45378785 0.4636528  0.47351776
 0.48338271 0.49324766 0.50311262 0.51297757 0.52284252 0.53270748
 0.54257243 0.55243738 0.56230234 0.57216729 0.58203224 0.5918972
 0.60176215 0.6116271  0.62149206 0.63135701 0.64122196 0.65108691
 0.66095187 0.67081682 0.68068177 0.69054673 0.70041168 0.71027663
 0.72014159 0.73000654 0.73987149 0.74973645 0.7596014  0.76946635
 0.77933131 0.78919626 0.79906121 0.80892617 0.81879112 0.82865607
 0.83852103 0.84838598 0.85825093 0.86811589 0.87798084 0.88784579
 0.89771075 0.9075757  0.91744065 0.92730561 0.93717056 0.94703551
 0.95690047 0.96676542 0.97663037 0.98649533]"
103,"[0.00966132 0.01932265 0.02898397 0.03864529 0.04830662 0.05796794
 0.06762926 0.07729059 0.08695191 0.09661323 0.10627456 0.11593588
 0.12559721 0.13525853 0.14491985 0.15458118 0.1642425  0.17390382
 0.18356515 0.19322647 0.20288779 0.21254912 0.22221044 0.23187176
 0.24153309 0.25119441 0.26085573 0.27051706 0.28017838 0.2898397
 0.29950103 0.30916235 0.31882368 0.328485   0.33814632 0.34780765
 0.35746897 0.36713029 0.37679162 0.38645294 0.39611426 0.40577559
 0.41543691 0.42509823 0.43475956 0.44442088 0.4540822  0.46374353
 0.47340485 0.48306617 0.4927275  0.50238882 0.51205015 0.52171147
 0.53137279 0.54103412 0.55069544 0.56035676 0.57001809 0.57967941
 0.58934073 0.59900206 0.60866338 0.6183247  0.62798603 0.63764735
 0.64730867 0.65697    0.66663132 0.67629264 0.68595397 0.69561529
 0.70527662 0.71493794 0.72459926 0.73426059 0.74392191 0.75358323
 0.76324456 0.77290588 0.7825672  0.79222853 0.80188985 0.81155117
 0.8212125  0.83087382 0.84053514 0.85019647 0.85985779 0.86951911
 0.87918044 0.88884176 0.89850309 0.90816441 0.91782573 0.92748706
 0.93714838 0.9468097  0.95647103 0.96613235]"
