,Q
215,"[0.01008706 0.02017412 0.03026118 0.04034825 0.05043531 0.06052237
 0.07060943 0.08069649 0.09078355 0.10087061 0.11095768 0.12104474
 0.1311318  0.14121886 0.15130592 0.16139298 0.17148004 0.18156711
 0.19165417 0.20174123 0.21182829 0.22191535 0.23200241 0.24208947
 0.25217653 0.2622636  0.27235066 0.28243772 0.29252478 0.30261184
 0.3126989  0.32278596 0.33287303 0.34296009 0.35304715 0.36313421
 0.37322127 0.38330833 0.39339539 0.40348246 0.41356952 0.42365658
 0.43374364 0.4438307  0.45391776 0.46400482 0.47409189 0.48417895
 0.49426601 0.50435307 0.51444013 0.52452719 0.53461425 0.54470132
 0.55478838 0.56487544 0.5749625  0.58504956 0.59513662 0.60522368
 0.61531075 0.62539781 0.63548487 0.64557193 0.65565899 0.66574605
 0.67583311 0.68592017 0.69600724 0.7060943  0.71618136 0.72626842
 0.73635548 0.74644254 0.7565296  0.76661667 0.77670373 0.78679079
 0.79687785 0.80696491 0.81705197 0.82713903 0.8372261  0.84731316
 0.85740022 0.86748728 0.87757434 0.8876614  0.89774846 0.90783553
 0.91792259 0.92800965 0.93809671 0.94818377 0.95827083 0.96835789
 0.97844496 0.98853202 0.99861908 1.00870614]"
216,"[0.01008603 0.02017206 0.03025809 0.04034412 0.05043015 0.06051618
 0.07060221 0.08068824 0.09077427 0.1008603  0.11094633 0.12103236
 0.13111839 0.14120442 0.15129045 0.16137648 0.17146251 0.18154854
 0.19163457 0.2017206  0.21180663 0.22189266 0.23197869 0.24206472
 0.25215075 0.26223678 0.27232281 0.28240884 0.29249487 0.3025809
 0.31266693 0.32275296 0.33283899 0.34292502 0.35301105 0.36309708
 0.37318311 0.38326914 0.39335517 0.4034412  0.41352723 0.42361326
 0.43369929 0.44378532 0.45387135 0.46395738 0.47404341 0.48412944
 0.49421547 0.5043015  0.51438752 0.52447355 0.53455958 0.54464561
 0.55473164 0.56481767 0.5749037  0.58498973 0.59507576 0.60516179
 0.61524782 0.62533385 0.63541988 0.64550591 0.65559194 0.66567797
 0.675764   0.68585003 0.69593606 0.70602209 0.71610812 0.72619415
 0.73628018 0.74636621 0.75645224 0.76653827 0.7766243  0.78671033
 0.79679636 0.80688239 0.81696842 0.82705445 0.83714048 0.84722651
 0.85731254 0.86739857 0.8774846  0.88757063 0.89765666 0.90774269
 0.91782872 0.92791475 0.93800078 0.94808681 0.95817284 0.96825887
 0.9783449  0.98843093 0.99851696 1.00860299]"
217,"[0.01010734 0.02021467 0.03032201 0.04042934 0.05053668 0.06064402
 0.07075135 0.08085869 0.09096603 0.10107336 0.1111807  0.12128803
 0.13139537 0.14150271 0.15161004 0.16171738 0.17182471 0.18193205
 0.19203939 0.20214672 0.21225406 0.2223614  0.23246873 0.24257607
 0.2526834  0.26279074 0.27289808 0.28300541 0.29311275 0.30322008
 0.31332742 0.32343476 0.33354209 0.34364943 0.35375677 0.3638641
 0.37397144 0.38407877 0.39418611 0.40429345 0.41440078 0.42450812
 0.43461545 0.44472279 0.45483013 0.46493746 0.4750448  0.48515213
 0.49525947 0.50536681 0.51547414 0.52558148 0.53568882 0.54579615
 0.55590349 0.56601082 0.57611816 0.5862255  0.59633283 0.60644017
 0.6165475  0.62665484 0.63676218 0.64686951 0.65697685 0.66708419
 0.67719152 0.68729886 0.69740619 0.70751353 0.71762087 0.7277282
 0.73783554 0.74794287 0.75805021 0.76815755 0.77826488 0.78837222
 0.79847956 0.80858689 0.81869423 0.82880156 0.8389089  0.84901624
 0.85912357 0.86923091 0.87933824 0.88944558 0.89955292 0.90966025
 0.91976759 0.92987493 0.93998226 0.9500896  0.96019693 0.97030427
 0.98041161 0.99051894 1.00062628 1.01073361]"
218,"[0.0101027  0.0202054  0.0303081  0.04041079 0.05051349 0.06061619
 0.07071889 0.08082159 0.09092429 0.10102699 0.11112968 0.12123238
 0.13133508 0.14143778 0.15154048 0.16164318 0.17174588 0.18184857
 0.19195127 0.20205397 0.21215667 0.22225937 0.23236207 0.24246477
 0.25256746 0.26267016 0.27277286 0.28287556 0.29297826 0.30308096
 0.31318366 0.32328636 0.33338905 0.34349175 0.35359445 0.36369715
 0.37379985 0.38390255 0.39400525 0.40410794 0.41421064 0.42431334
 0.43441604 0.44451874 0.45462144 0.46472414 0.47482683 0.48492953
 0.49503223 0.50513493 0.51523763 0.52534033 0.53544303 0.54554572
 0.55564842 0.56575112 0.57585382 0.58595652 0.59605922 0.60616192
 0.61626461 0.62636731 0.63647001 0.64657271 0.65667541 0.66677811
 0.67688081 0.6869835  0.6970862  0.7071889  0.7172916  0.7273943
 0.737497   0.7475997  0.75770239 0.76780509 0.77790779 0.78801049
 0.79811319 0.80821589 0.81831859 0.82842128 0.83852398 0.84862668
 0.85872938 0.86883208 0.87893478 0.88903748 0.89914018 0.90924287
 0.91934557 0.92944827 0.93955097 0.94965367 0.95975637 0.96985907
 0.97996176 0.99006446 1.00016716 1.01026986]"
219,"[0.01013533 0.02027067 0.030406   0.04054133 0.05067666 0.060812
 0.07094733 0.08108266 0.091218   0.10135333 0.11148866 0.12162399
 0.13175933 0.14189466 0.15202999 0.16216533 0.17230066 0.18243599
 0.19257132 0.20270666 0.21284199 0.22297732 0.23311266 0.24324799
 0.25338332 0.26351865 0.27365399 0.28378932 0.29392465 0.30405999
 0.31419532 0.32433065 0.33446598 0.34460132 0.35473665 0.36487198
 0.37500732 0.38514265 0.39527798 0.40541331 0.41554865 0.42568398
 0.43581931 0.44595465 0.45608998 0.46622531 0.47636064 0.48649598
 0.49663131 0.50676664 0.51690198 0.52703731 0.53717264 0.54730797
 0.55744331 0.56757864 0.57771397 0.58784931 0.59798464 0.60811997
 0.6182553  0.62839064 0.63852597 0.6486613  0.65879664 0.66893197
 0.6790673  0.68920263 0.69933797 0.7094733  0.71960863 0.72974397
 0.7398793  0.75001463 0.76014996 0.7702853  0.78042063 0.79055596
 0.8006913  0.81082663 0.82096196 0.83109729 0.84123263 0.85136796
 0.86150329 0.87163863 0.88177396 0.89190929 0.90204462 0.91217996
 0.92231529 0.93245062 0.94258596 0.95272129 0.96285662 0.97299195
 0.98312729 0.99326262 1.00339795 1.01353328]"
220,"[0.01010463 0.02020925 0.03031388 0.0404185  0.05052313 0.06062776
 0.07073238 0.08083701 0.09094163 0.10104626 0.11115088 0.12125551
 0.13136014 0.14146476 0.15156939 0.16167401 0.17177864 0.18188327
 0.19198789 0.20209252 0.21219714 0.22230177 0.2324064  0.24251102
 0.25261565 0.26272027 0.2728249  0.28292953 0.29303415 0.30313878
 0.3132434  0.32334803 0.33345265 0.34355728 0.35366191 0.36376653
 0.37387116 0.38397578 0.39408041 0.40418504 0.41428966 0.42439429
 0.43449891 0.44460354 0.45470817 0.46481279 0.47491742 0.48502204
 0.49512667 0.5052313  0.51533592 0.52544055 0.53554517 0.5456498
 0.55575442 0.56585905 0.57596368 0.5860683  0.59617293 0.60627755
 0.61638218 0.62648681 0.63659143 0.64669606 0.65680068 0.66690531
 0.67700994 0.68711456 0.69721919 0.70732381 0.71742844 0.72753307
 0.73763769 0.74774232 0.75784694 0.76795157 0.77805619 0.78816082
 0.79826545 0.80837007 0.8184747  0.82857932 0.83868395 0.84878858
 0.8588932  0.86899783 0.87910245 0.88920708 0.89931171 0.90941633
 0.91952096 0.92962558 0.93973021 0.94983484 0.95993946 0.97004409
 0.98014871 0.99025334 1.00035796 1.01046259]"
221,"[0.01006087 0.02012173 0.0301826  0.04024347 0.05030434 0.0603652
 0.07042607 0.08048694 0.0905478  0.10060867 0.11066954 0.12073041
 0.13079127 0.14085214 0.15091301 0.16097388 0.17103474 0.18109561
 0.19115648 0.20121734 0.21127821 0.22133908 0.23139995 0.24146081
 0.25152168 0.26158255 0.27164341 0.28170428 0.29176515 0.30182602
 0.31188688 0.32194775 0.33200862 0.34206948 0.35213035 0.36219122
 0.37225209 0.38231295 0.39237382 0.40243469 0.41249556 0.42255642
 0.43261729 0.44267816 0.45273902 0.46279989 0.47286076 0.48292163
 0.49298249 0.50304336 0.51310423 0.52316509 0.53322596 0.54328683
 0.5533477  0.56340856 0.57346943 0.5835303  0.59359116 0.60365203
 0.6137129  0.62377377 0.63383463 0.6438955  0.65395637 0.66401723
 0.6740781  0.68413897 0.69419984 0.7042607  0.71432157 0.72438244
 0.73444331 0.74450417 0.75456504 0.76462591 0.77468677 0.78474764
 0.79480851 0.80486938 0.81493024 0.82499111 0.83505198 0.84511284
 0.85517371 0.86523458 0.87529545 0.88535631 0.89541718 0.90547805
 0.91553891 0.92559978 0.93566065 0.94572152 0.95578238 0.96584325
 0.97590412 0.98596499 0.99602585 1.00608672]"
222,"[0.01004795 0.02009591 0.03014386 0.04019182 0.05023977 0.06028773
 0.07033568 0.08038363 0.09043159 0.10047954 0.1105275  0.12057545
 0.13062341 0.14067136 0.15071932 0.16076727 0.17081522 0.18086318
 0.19091113 0.20095909 0.21100704 0.221055   0.23110295 0.2411509
 0.25119886 0.26124681 0.27129477 0.28134272 0.29139068 0.30143863
 0.31148658 0.32153454 0.33158249 0.34163045 0.3516784  0.36172636
 0.37177431 0.38182227 0.39187022 0.40191817 0.41196613 0.42201408
 0.43206204 0.44210999 0.45215795 0.4622059  0.47225385 0.48230181
 0.49234976 0.50239772 0.51244567 0.52249363 0.53254158 0.54258953
 0.55263749 0.56268544 0.5727334  0.58278135 0.59282931 0.60287726
 0.61292522 0.62297317 0.63302112 0.64306908 0.65311703 0.66316499
 0.67321294 0.6832609  0.69330885 0.7033568  0.71340476 0.72345271
 0.73350067 0.74354862 0.75359658 0.76364453 0.77369248 0.78374044
 0.79378839 0.80383635 0.8138843  0.82393226 0.83398021 0.84402817
 0.85407612 0.86412407 0.87417203 0.88421998 0.89426794 0.90431589
 0.91436385 0.9244118  0.93445975 0.94450771 0.95455566 0.96460362
 0.97465157 0.98469953 0.99474748 1.00479543]"
223,"[0.01004247 0.02008493 0.0301274  0.04016987 0.05021233 0.0602548
 0.07029726 0.08033973 0.0903822  0.10042466 0.11046713 0.1205096
 0.13055206 0.14059453 0.15063699 0.16067946 0.17072193 0.18076439
 0.19080686 0.20084933 0.21089179 0.22093426 0.23097672 0.24101919
 0.25106166 0.26110412 0.27114659 0.28118906 0.29123152 0.30127399
 0.31131646 0.32135892 0.33140139 0.34144385 0.35148632 0.36152879
 0.37157125 0.38161372 0.39165619 0.40169865 0.41174112 0.42178358
 0.43182605 0.44186852 0.45191098 0.46195345 0.47199592 0.48203838
 0.49208085 0.50212332 0.51216578 0.52220825 0.53225071 0.54229318
 0.55233565 0.56237811 0.57242058 0.58246305 0.59250551 0.60254798
 0.61259044 0.62263291 0.63267538 0.64271784 0.65276031 0.66280278
 0.67284524 0.68288771 0.69293017 0.70297264 0.71301511 0.72305757
 0.73310004 0.74314251 0.75318497 0.76322744 0.77326991 0.78331237
 0.79335484 0.8033973  0.81343977 0.82348224 0.8335247  0.84356717
 0.85360964 0.8636521  0.87369457 0.88373703 0.8937795  0.90382197
 0.91386443 0.9239069  0.93394937 0.94399183 0.9540343  0.96407677
 0.97411923 0.9841617  0.99420416 1.00424663]"
224,"[0.01007776 0.02015553 0.03023329 0.04031106 0.05038882 0.06046658
 0.07054435 0.08062211 0.09069987 0.10077764 0.1108554  0.12093317
 0.13101093 0.14108869 0.15116646 0.16124422 0.17132199 0.18139975
 0.19147751 0.20155528 0.21163304 0.2217108  0.23178857 0.24186633
 0.2519441  0.26202186 0.27209962 0.28217739 0.29225515 0.30233292
 0.31241068 0.32248844 0.33256621 0.34264397 0.35272173 0.3627995
 0.37287726 0.38295503 0.39303279 0.40311055 0.41318832 0.42326608
 0.43334385 0.44342161 0.45349937 0.46357714 0.4736549  0.48373266
 0.49381043 0.50388819 0.51396596 0.52404372 0.53412148 0.54419925
 0.55427701 0.56435478 0.57443254 0.5845103  0.59458807 0.60466583
 0.61474359 0.62482136 0.63489912 0.64497689 0.65505465 0.66513241
 0.67521018 0.68528794 0.69536571 0.70544347 0.71552123 0.725599
 0.73567676 0.74575452 0.75583229 0.76591005 0.77598782 0.78606558
 0.79614334 0.80622111 0.81629887 0.82637664 0.8364544  0.84653216
 0.85660993 0.86668769 0.87676545 0.88684322 0.89692098 0.90699875
 0.91707651 0.92715427 0.93723204 0.9473098  0.95738757 0.96746533
 0.97754309 0.98762086 0.99769862 1.00777638]"
225,"[0.01006904 0.02013809 0.03020713 0.04027618 0.05034522 0.06041426
 0.07048331 0.08055235 0.0906214  0.10069044 0.11075948 0.12082853
 0.13089757 0.14096662 0.15103566 0.16110471 0.17117375 0.18124279
 0.19131184 0.20138088 0.21144993 0.22151897 0.23158801 0.24165706
 0.2517261  0.26179515 0.27186419 0.28193323 0.29200228 0.30207132
 0.31214037 0.32220941 0.33227845 0.3423475  0.35241654 0.36248559
 0.37255463 0.38262367 0.39269272 0.40276176 0.41283081 0.42289985
 0.4329689  0.44303794 0.45310698 0.46317603 0.47324507 0.48331412
 0.49338316 0.5034522  0.51352125 0.52359029 0.53365934 0.54372838
 0.55379742 0.56386647 0.57393551 0.58400456 0.5940736  0.60414264
 0.61421169 0.62428073 0.63434978 0.64441882 0.65448786 0.66455691
 0.67462595 0.684695   0.69476404 0.70483309 0.71490213 0.72497117
 0.73504022 0.74510926 0.75517831 0.76524735 0.77531639 0.78538544
 0.79545448 0.80552353 0.81559257 0.82566161 0.83573066 0.8457997
 0.85586875 0.86593779 0.87600683 0.88607588 0.89614492 0.90621397
 0.91628301 0.92635205 0.9364211  0.94649014 0.95655919 0.96662823
 0.97669727 0.98676632 0.99683536 1.00690441]"
226,"[0.01001413 0.02002827 0.0300424  0.04005653 0.05007067 0.0600848
 0.07009893 0.08011307 0.0901272  0.10014133 0.11015546 0.1201696
 0.13018373 0.14019786 0.150212   0.16022613 0.17024026 0.1802544
 0.19026853 0.20028266 0.2102968  0.22031093 0.23032506 0.2403392
 0.25035333 0.26036746 0.2703816  0.28039573 0.29040986 0.30042399
 0.31043813 0.32045226 0.33046639 0.34048053 0.35049466 0.36050879
 0.37052293 0.38053706 0.39055119 0.40056533 0.41057946 0.42059359
 0.43060773 0.44062186 0.45063599 0.46065013 0.47066426 0.48067839
 0.49069252 0.50070666 0.51072079 0.52073492 0.53074906 0.54076319
 0.55077732 0.56079146 0.57080559 0.58081972 0.59083386 0.60084799
 0.61086212 0.62087626 0.63089039 0.64090452 0.65091866 0.66093279
 0.67094692 0.68096105 0.69097519 0.70098932 0.71100345 0.72101759
 0.73103172 0.74104585 0.75105999 0.76107412 0.77108825 0.78110239
 0.79111652 0.80113065 0.81114479 0.82115892 0.83117305 0.84118719
 0.85120132 0.86121545 0.87122958 0.88124372 0.89125785 0.90127198
 0.91128612 0.92130025 0.93131438 0.94132852 0.95134265 0.96135678
 0.97137092 0.98138505 0.99139918 1.00141332]"
227,"[0.01003472 0.02006945 0.03010417 0.04013889 0.05017361 0.06020834
 0.07024306 0.08027778 0.09031251 0.10034723 0.11038195 0.12041667
 0.1304514  0.14048612 0.15052084 0.16055557 0.17059029 0.18062501
 0.19065973 0.20069446 0.21072918 0.2207639  0.23079863 0.24083335
 0.25086807 0.2609028  0.27093752 0.28097224 0.29100696 0.30104169
 0.31107641 0.32111113 0.33114586 0.34118058 0.3512153  0.36125002
 0.37128475 0.38131947 0.39135419 0.40138892 0.41142364 0.42145836
 0.43149308 0.44152781 0.45156253 0.46159725 0.47163198 0.4816667
 0.49170142 0.50173614 0.51177087 0.52180559 0.53184031 0.54187504
 0.55190976 0.56194448 0.5719792  0.58201393 0.59204865 0.60208337
 0.6121181  0.62215282 0.63218754 0.64222226 0.65225699 0.66229171
 0.67232643 0.68236116 0.69239588 0.7024306  0.71246533 0.72250005
 0.73253477 0.74256949 0.75260422 0.76263894 0.77267366 0.78270839
 0.79274311 0.80277783 0.81281255 0.82284728 0.832882   0.84291672
 0.85295145 0.86298617 0.87302089 0.88305561 0.89309034 0.90312506
 0.91315978 0.92319451 0.93322923 0.94326395 0.95329867 0.9633334
 0.97336812 0.98340284 0.99343757 1.00347229]"
228,"[0.01004644 0.02009289 0.03013933 0.04018578 0.05023222 0.06027867
 0.07032511 0.08037155 0.090418   0.10046444 0.11051089 0.12055733
 0.13060378 0.14065022 0.15069666 0.16074311 0.17078955 0.180836
 0.19088244 0.20092889 0.21097533 0.22102177 0.23106822 0.24111466
 0.25116111 0.26120755 0.271254   0.28130044 0.29134688 0.30139333
 0.31143977 0.32148622 0.33153266 0.34157911 0.35162555 0.36167199
 0.37171844 0.38176488 0.39181133 0.40185777 0.41190422 0.42195066
 0.4319971  0.44204355 0.45208999 0.46213644 0.47218288 0.48222933
 0.49227577 0.50232221 0.51236866 0.5224151  0.53246155 0.54250799
 0.55255444 0.56260088 0.57264732 0.58269377 0.59274021 0.60278666
 0.6128331  0.62287955 0.63292599 0.64297243 0.65301888 0.66306532
 0.67311177 0.68315821 0.69320466 0.7032511  0.71329754 0.72334399
 0.73339043 0.74343688 0.75348332 0.76352977 0.77357621 0.78362265
 0.7936691  0.80371554 0.81376199 0.82380843 0.83385488 0.84390132
 0.85394776 0.86399421 0.87404065 0.8840871  0.89413354 0.90417999
 0.91422643 0.92427287 0.93431932 0.94436576 0.95441221 0.96445865
 0.9745051  0.98455154 0.99459798 1.00464443]"
229,"[0.00999286 0.01998573 0.02997859 0.03997145 0.04996432 0.05995718
 0.06995004 0.07994291 0.08993577 0.09992863 0.1099215  0.11991436
 0.12990722 0.13990009 0.14989295 0.15988581 0.16987868 0.17987154
 0.18986441 0.19985727 0.20985013 0.219843   0.22983586 0.23982872
 0.24982159 0.25981445 0.26980731 0.27980018 0.28979304 0.2997859
 0.30977877 0.31977163 0.32976449 0.33975736 0.34975022 0.35974308
 0.36973595 0.37972881 0.38972167 0.39971454 0.4097074  0.41970026
 0.42969313 0.43968599 0.44967885 0.45967172 0.46966458 0.47965744
 0.48965031 0.49964317 0.50963603 0.5196289  0.52962176 0.53961463
 0.54960749 0.55960035 0.56959322 0.57958608 0.58957894 0.59957181
 0.60956467 0.61955753 0.6295504  0.63954326 0.64953612 0.65952899
 0.66952185 0.67951471 0.68950758 0.69950044 0.7094933  0.71948617
 0.72947903 0.73947189 0.74946476 0.75945762 0.76945048 0.77944335
 0.78943621 0.79942907 0.80942194 0.8194148  0.82940766 0.83940053
 0.84939339 0.85938625 0.86937912 0.87937198 0.88936484 0.89935771
 0.90935057 0.91934344 0.9293363  0.93932916 0.94932203 0.95931489
 0.96930775 0.97930062 0.98929348 0.99928634]"
230,"[0.00998435 0.01996869 0.02995304 0.03993738 0.04992173 0.05990607
 0.06989042 0.07987477 0.08985911 0.09984346 0.1098278  0.11981215
 0.1297965  0.13978084 0.14976519 0.15974953 0.16973388 0.17971822
 0.18970257 0.19968692 0.20967126 0.21965561 0.22963995 0.2396243
 0.24960864 0.25959299 0.26957734 0.27956168 0.28954603 0.29953037
 0.30951472 0.31949907 0.32948341 0.33946776 0.3494521  0.35943645
 0.36942079 0.37940514 0.38938949 0.39937383 0.40935818 0.41934252
 0.42932687 0.43931121 0.44929556 0.45927991 0.46926425 0.4792486
 0.48923294 0.49921729 0.50920164 0.51918598 0.52917033 0.53915467
 0.54913902 0.55912336 0.56910771 0.57909206 0.5890764  0.59906075
 0.60904509 0.61902944 0.62901378 0.63899813 0.64898248 0.65896682
 0.66895117 0.67893551 0.68891986 0.69890421 0.70888855 0.7188729
 0.72885724 0.73884159 0.74882593 0.75881028 0.76879463 0.77877897
 0.78876332 0.79874766 0.80873201 0.81871635 0.8287007  0.83868505
 0.84866939 0.85865374 0.86863808 0.87862243 0.88860678 0.89859112
 0.90857547 0.91855981 0.92854416 0.9385285  0.94851285 0.9584972
 0.96848154 0.97846589 0.98845023 0.99843458]"
231,"[0.00997882 0.01995765 0.02993647 0.03991529 0.04989412 0.05987294
 0.06985176 0.07983059 0.08980941 0.09978824 0.10976706 0.11974588
 0.12972471 0.13970353 0.14968235 0.15966118 0.16964    0.17961882
 0.18959765 0.19957647 0.20955529 0.21953412 0.22951294 0.23949176
 0.24947059 0.25944941 0.26942823 0.27940706 0.28938588 0.29936471
 0.30934353 0.31932235 0.32930118 0.33928    0.34925882 0.35923765
 0.36921647 0.37919529 0.38917412 0.39915294 0.40913176 0.41911059
 0.42908941 0.43906823 0.44904706 0.45902588 0.46900471 0.47898353
 0.48896235 0.49894118 0.50892    0.51889882 0.52887765 0.53885647
 0.54883529 0.55881412 0.56879294 0.57877176 0.58875059 0.59872941
 0.60870823 0.61868706 0.62866588 0.6386447  0.64862353 0.65860235
 0.66858118 0.67856    0.68853882 0.69851765 0.70849647 0.71847529
 0.72845412 0.73843294 0.74841176 0.75839059 0.76836941 0.77834823
 0.78832706 0.79830588 0.8082847  0.81826353 0.82824235 0.83822118
 0.8482     0.85817882 0.86815765 0.87813647 0.88811529 0.89809412
 0.90807294 0.91805176 0.92803059 0.93800941 0.94798823 0.95796706
 0.96794588 0.9779247  0.98790353 0.99788235]"
232,"[0.00998013 0.01996025 0.02994038 0.0399205  0.04990063 0.05988075
 0.06986088 0.07984101 0.08982113 0.09980126 0.10978138 0.11976151
 0.12974163 0.13972176 0.14970189 0.15968201 0.16966214 0.17964226
 0.18962239 0.19960251 0.20958264 0.21956277 0.22954289 0.23952302
 0.24950314 0.25948327 0.26946339 0.27944352 0.28942365 0.29940377
 0.3093839  0.31936402 0.32934415 0.33932427 0.3493044  0.35928453
 0.36926465 0.37924478 0.3892249  0.39920503 0.40918515 0.41916528
 0.42914541 0.43912553 0.44910566 0.45908578 0.46906591 0.47904603
 0.48902616 0.49900629 0.50898641 0.51896654 0.52894666 0.53892679
 0.54890691 0.55888704 0.56886717 0.57884729 0.58882742 0.59880754
 0.60878767 0.61876779 0.62874792 0.63872804 0.64870817 0.6586883
 0.66866842 0.67864855 0.68862867 0.6986088  0.70858892 0.71856905
 0.72854918 0.7385293  0.74850943 0.75848955 0.76846968 0.7784498
 0.78842993 0.79841006 0.80839018 0.81837031 0.82835043 0.83833056
 0.84831068 0.85829081 0.86827094 0.87825106 0.88823119 0.89821131
 0.90819144 0.91817156 0.92815169 0.93813182 0.94811194 0.95809207
 0.96807219 0.97805232 0.98803244 0.99801257]"
233,"[0.01001441 0.02002882 0.03004323 0.04005764 0.05007205 0.06008646
 0.07010088 0.08011529 0.0901297  0.10014411 0.11015852 0.12017293
 0.13018734 0.14020175 0.15021616 0.16023057 0.17024498 0.18025939
 0.1902738  0.20028822 0.21030263 0.22031704 0.23033145 0.24034586
 0.25036027 0.26037468 0.27038909 0.2804035  0.29041791 0.30043232
 0.31044673 0.32046114 0.33047556 0.34048997 0.35050438 0.36051879
 0.3705332  0.38054761 0.39056202 0.40057643 0.41059084 0.42060525
 0.43061966 0.44063407 0.45064848 0.4606629  0.47067731 0.48069172
 0.49070613 0.50072054 0.51073495 0.52074936 0.53076377 0.54077818
 0.55079259 0.560807   0.57082141 0.58083582 0.59085024 0.60086465
 0.61087906 0.62089347 0.63090788 0.64092229 0.6509367  0.66095111
 0.67096552 0.68097993 0.69099434 0.70100875 0.71102316 0.72103758
 0.73105199 0.7410664  0.75108081 0.76109522 0.77110963 0.78112404
 0.79113845 0.80115286 0.81116727 0.82118168 0.83119609 0.8412105
 0.85122492 0.86123933 0.87125374 0.88126815 0.89128256 0.90129697
 0.91131138 0.92132579 0.9313402  0.94135461 0.95136902 0.96138343
 0.97139784 0.98141226 0.99142667 1.00144108]"
